time,v_1,v_2
1.78650,10.00000,0.00113
1.78700,10.00000,0.00113
1.78750,10.00000,0.00112
1.78800,10.00000,0.00112
1.78850,10.00000,0.00112
1.78900,10.00000,0.00111
1.78950,10.00000,0.00111
1.79000,10.00000,0.00111
1.79050,10.00000,0.00110
1.79100,10.00000,0.00110
1.79150,10.00000,0.00110
1.79200,10.00000,0.00110
1.79250,10.00000,0.00109
1.79300,10.00000,0.00109
1.79350,10.00000,0.00109
1.79400,10.00000,0.00108
1.79450,10.00000,0.00108
1.79500,10.00000,0.00108
1.79550,10.00000,0.00108
1.79600,10.00000,0.00107
1.79650,10.00000,0.00107
1.79700,10.00000,0.00107
1.79750,10.00000,0.00106
1.79800,10.00000,0.00106
1.79850,10.00000,0.00106
1.79900,10.00000,0.00105
1.79950,10.00000,0.00105
1.80000,10.00000,0.00105
1.80050,10.00000,0.00105
1.80100,10.00000,0.00104
1.80150,10.00000,0.00104
1.80200,10.00000,0.00104
1.80250,10.00000,0.00103
1.80300,10.00000,0.00103
1.80350,10.00000,0.00103
1.80400,10.00000,0.00102
1.80450,10.00000,0.00102
1.80500,10.00000,0.00102
1.80550,10.00000,0.00102
1.80600,10.00000,0.00101
1.80650,10.00000,0.00101
1.80700,10.00000,0.00101
1.80750,10.00000,0.00100
1.80800,10.00000,0.00100
1.80850,10.00000,0.00100
1.80900,10.00000,0.00099
1.80950,10.00000,0.00099
1.81000,10.00000,0.00099
1.81050,10.00000,0.00099
1.81100,10.00000,0.00098
1.81150,10.00000,0.00098
1.81200,10.00000,0.00098
1.81250,10.00000,0.00097
1.81300,10.00000,0.00097
1.81350,10.00000,0.00097
1.81400,10.00000,0.00097
1.81450,10.00000,0.00096
1.81500,10.00000,0.00096
1.81550,10.00000,0.00096
1.81600,10.00000,0.00095
1.81650,10.00000,0.00095
1.81700,10.00000,0.00095
1.81750,10.00000,0.00094
1.81800,10.00000,0.00094
1.81850,10.00000,0.00094
1.81900,10.00000,0.00094
1.81950,10.00000,0.00093
1.82000,10.00000,0.00093
1.82050,10.00000,0.00093
1.82100,10.00000,0.00092
1.82150,10.00000,0.00092
1.82200,10.00000,0.00092
1.82250,10.00000,0.00091
1.82300,10.00000,0.00091
1.82350,10.00000,0.00091
1.82400,10.00000,0.00091
1.82450,10.00000,0.00090
1.82500,10.00000,0.00090
1.82550,10.00000,0.00090
1.82600,10.00000,0.00089
1.82650,10.00000,0.00089
1.82700,10.00000,0.00089
1.82750,10.00000,0.00088
1.82800,10.00000,0.00088
1.82850,10.00000,0.00088
1.82900,10.00000,0.00088
1.82950,10.00000,0.00087
1.83000,10.00000,0.00087
1.83050,10.00000,0.00087
1.83100,10.00000,0.00086
1.83150,10.00000,0.00086
1.83200,10.00000,0.00086
1.83250,10.00000,0.00086
1.83300,10.00000,0.00085
1.83350,10.00000,0.00085
1.83400,10.00000,0.00085
1.83450,10.00000,0.00084
1.83500,10.00000,0.00084
1.83550,10.00000,0.00084
1.83600,10.00000,0.00084
1.83650,10.00000,0.00083
1.83700,10.00000,0.00083
1.83750,10.00000,0.00083
1.83800,10.00000,0.00083
1.83850,10.00000,0.00082
1.83900,10.00000,0.00082
1.83950,10.00000,0.00082
1.84000,10.00000,0.00082
1.84050,10.00000,0.00082
1.84100,10.00000,0.00081
1.84150,10.00000,0.00081
1.84200,10.00000,0.00081
1.84250,10.00000,0.00081
1.84300,10.00000,0.00080
1.84350,10.00000,0.00080
1.84400,10.00000,0.00080
1.84450,10.00000,0.00080
1.84500,10.00000,0.00080
1.84550,10.00000,0.00079
1.84600,10.00000,0.00079
1.84650,10.00000,0.00079
1.84700,10.00000,0.00079
1.84750,10.00000,0.00078
1.84800,10.00000,0.00078
1.84850,10.00000,0.00078
1.84900,10.00000,0.00078
1.84950,10.00000,0.00077
1.85000,10.00000,0.00077
1.85050,10.00000,0.00077
1.85100,10.00000,0.00077
1.85150,10.00000,0.00077
1.85200,10.00000,0.00076
1.85250,10.00000,0.00076
1.85300,10.00000,0.00076
1.85350,10.00000,0.00076
1.85400,10.00000,0.00075
1.85450,10.00000,0.00075
1.85500,10.00000,0.00075
1.85550,10.00000,0.00075
1.85600,10.00000,0.00075
1.85650,10.00000,0.00074
1.85700,10.00000,0.00074
1.85750,10.00000,0.00074
1.85800,10.00000,0.00074
1.85850,10.00000,0.00073
1.85900,10.00000,0.00073
1.85950,10.00000,0.00073
1.86000,10.00000,0.00073
1.86050,10.00000,0.00073
1.86100,10.00000,0.00072
1.86150,10.00000,0.00072
1.86200,10.00000,0.00072
1.86250,10.00000,0.00072
1.86300,10.00000,0.00071
1.86350,10.00000,0.00071
1.86400,10.00000,0.00071
1.86450,10.00000,0.00071
1.86500,10.00000,0.00071
1.86550,10.00000,0.00070
1.86600,10.00000,0.00070
1.86650,10.00000,0.00070
1.86700,10.00000,0.00070
1.86750,10.00000,0.00069
1.86800,10.00000,0.00069
1.86850,10.00000,0.00069
1.86900,10.00000,0.00069
1.86950,10.00000,0.00069
1.87000,10.00000,0.00068
1.87050,10.00000,0.00068
1.87100,10.00000,0.00068
1.87150,10.00000,0.00068
1.87200,10.00000,0.00067
1.87250,10.00000,0.00067
1.87300,10.00000,0.00067
1.87350,10.00000,0.00067
1.87400,10.00000,0.00067
1.87450,10.00000,0.00066
1.87500,10.00000,0.00066
1.87550,10.00000,0.00066
1.87600,10.00000,0.00066
1.87650,10.00000,0.00065
1.87700,10.00000,0.00065
1.87750,10.00000,0.00065
1.87800,10.00000,0.00065
1.87850,10.00000,0.00065
1.87900,10.00000,0.00064
1.87950,10.00000,0.00064
1.88000,10.00000,0.00064
1.88050,10.00000,0.00064
1.88100,10.00000,0.00063
1.88150,10.00000,0.00063
1.88200,10.00000,0.00063
1.88250,10.00000,0.00063
1.88300,10.00000,0.00063
1.88350,10.00000,0.00062
1.88400,10.00000,0.00062
1.88450,10.00000,0.00062
1.88500,10.00000,0.00062
1.88550,10.00000,0.00061
1.88600,10.00000,0.00061
1.88650,10.00000,0.00061
1.88700,10.00000,0.00061
1.88750,10.00000,0.00061
1.88800,10.00000,0.00060
1.88850,10.00000,0.00060
1.88900,10.00000,0.00060
1.88950,10.00000,0.00060
1.89000,10.00000,0.00059
1.89050,10.00000,0.00059
1.89100,10.00000,0.00059
1.89150,10.00000,0.00059
1.89200,10.00000,0.00059
1.89250,10.00000,0.00058
1.89300,10.00000,0.00058
1.89350,10.00000,0.00058
1.89400,10.00000,0.00058
1.89450,10.00000,0.00057
1.89500,10.00000,0.00057
1.89550,10.00000,0.00057
1.89600,10.00000,0.00057
1.89650,10.00000,0.00057
1.89700,10.00000,0.00056
1.89750,10.00000,0.00056
1.89800,10.00000,0.00056
1.89850,10.00000,0.00056
1.89900,10.00000,0.00055
1.89950,10.00000,0.00055
1.90000,10.00000,0.00055
1.90050,10.00000,0.00055
1.90100,10.00000,0.00055
1.90150,10.00000,0.00054
1.90200,10.00000,0.00054
1.90250,10.00000,0.00054
1.90300,10.00000,0.00054
1.90350,10.00000,0.00054
1.90400,10.00000,0.00053
1.90450,10.00000,0.00053
1.90500,10.00000,0.00053
1.90550,10.00000,0.00053
1.90600,10.00000,0.00053
1.90650,10.00000,0.00053
1.90700,10.00000,0.00053
1.90750,10.00000,0.00052
1.90800,10.00000,0.00052
1.90850,10.00000,0.00052
1.90900,10.00000,0.00052
1.90950,10.00000,0.00052
1.91000,10.00000,0.00052
1.91050,10.00000,0.00051
1.91100,10.00000,0.00051
1.91150,10.00000,0.00051
1.91200,10.00000,0.00051
1.91250,10.00000,0.00051
1.91300,10.00000,0.00051
1.91350,10.00000,0.00051
1.91400,10.00000,0.00050
1.91450,10.00000,0.00050
1.91500,10.00000,0.00050
1.91550,10.00000,0.00050
1.91600,10.00000,0.00050
1.91650,10.00000,0.00050
1.91700,10.00000,0.00050
1.91750,10.00000,0.00049
1.91800,10.00000,0.00049
1.91850,10.00000,0.00049
1.91900,10.00000,0.00049
1.91950,10.00000,0.00049
1.92000,10.00000,0.00049
1.92050,10.00000,0.00049
1.92100,10.00000,0.00048
1.92150,10.00000,0.00048
1.92200,10.00000,0.00048
1.92250,10.00000,0.00048
1.92300,10.00000,0.00048
1.92350,10.00000,0.00048
1.92400,10.00000,0.00047
1.92450,10.00000,0.00047
1.92500,10.00000,0.00047
1.92550,10.00000,0.00047
1.92600,10.00000,0.00047
1.92650,10.00000,0.00047
1.92700,10.00000,0.00047
1.92750,10.00000,0.00046
1.92800,10.00000,0.00046
1.92850,10.00000,0.00046
1.92900,10.00000,0.00046
1.92950,10.00000,0.00046
1.93000,10.00000,0.00046
1.93050,10.00000,0.00046
1.93100,10.00000,0.00045
1.93150,10.00000,0.00045
1.93200,10.00000,0.00045
1.93250,10.00000,0.00045
1.93300,10.00000,0.00045
1.93350,10.00000,0.00045
1.93400,10.00000,0.00045
1.93450,10.00000,0.00044
1.93500,10.00000,0.00044
1.93550,10.00000,0.00044
1.93600,10.00000,0.00044
1.93650,10.00000,0.00044
1.93700,10.00000,0.00044
1.93750,10.00000,0.00043
1.93800,10.00000,0.00043
1.93850,10.00000,0.00043
1.93900,10.00000,0.00043
1.93950,10.00000,0.00043
1.94000,10.00000,0.00043
1.94050,10.00000,0.00043
1.94100,10.00000,0.00042
1.94150,10.00000,0.00042
1.94200,10.00000,0.00042
1.94250,10.00000,0.00042
1.94300,10.00000,0.00042
1.94350,10.00000,0.00042
1.94400,10.00000,0.00042
1.94450,10.00000,0.00041
1.94500,10.00000,0.00041
1.94550,10.00000,0.00041
1.94600,10.00000,0.00041
1.94650,10.00000,0.00041
1.94700,10.00000,0.00041
1.94750,10.00000,0.00040
1.94800,10.00000,0.00040
1.94850,10.00000,0.00040
1.94900,10.00000,0.00040
1.94950,10.00000,0.00040
1.95000,10.00000,0.00040
1.95050,10.00000,0.00040
1.95100,10.00000,0.00039
1.95150,10.00000,0.00039
1.95200,10.00000,0.00039
1.95250,10.00000,0.00039
1.95300,10.00000,0.00039
1.95350,10.00000,0.00039
1.95400,10.00000,0.00039
1.95450,10.00000,0.00038
1.95500,10.00000,0.00038
1.95550,10.00000,0.00038
1.95600,10.00000,0.00038
1.95650,10.00000,0.00038
1.95700,10.00000,0.00038
1.95750,10.00000,0.00038
1.95800,10.00000,0.00037
1.95850,10.00000,0.00037
1.95900,10.00000,0.00037
1.95950,10.00000,0.00037
1.96000,10.00000,0.00037
1.96050,10.00000,0.00037
1.96100,10.00000,0.00036
1.96150,10.00000,0.00036
1.96200,10.00000,0.00036
1.96250,10.00000,0.00036
1.96300,10.00000,0.00036
1.96350,10.00000,0.00036
1.96400,10.00000,0.00036
1.96450,10.00000,0.00035
1.96500,10.00000,0.00035
1.96550,10.00000,0.00035
1.96600,10.00000,0.00035
1.96650,10.00000,0.00035
1.96700,10.00000,0.00035
1.96750,10.00000,0.00035
1.96800,10.00000,0.00034
1.96850,10.00000,0.00034
1.96900,10.00000,0.00034
1.96950,10.00000,0.00034
1.97000,10.00000,0.00034
1.97050,10.00000,0.00034
1.97100,10.00000,0.00034
1.97150,10.00000,0.00033
1.97200,10.00000,0.00033
1.97250,10.00000,0.00033
1.97300,10.00000,0.00033
1.97350,10.00000,0.00033
1.97400,10.00000,0.00033
1.97450,10.00000,0.00032
1.97500,10.00000,0.00032
1.97550,10.00000,0.00032
1.97600,10.00000,0.00032
1.97650,10.00000,0.00032
1.97700,10.00000,0.00032
1.97750,10.00000,0.00032
1.97800,10.00000,0.00031
1.97850,10.00000,0.00031
1.97900,10.00000,0.00031
1.97950,10.00000,0.00031
1.98000,10.00000,0.00031
1.98050,10.00000,0.00031
1.98100,10.00000,0.00031
1.98150,10.00000,0.00030
1.98200,10.00000,0.00030
1.98250,10.00000,0.00030
1.98300,10.00000,0.00030
1.98350,10.00000,0.00030
1.98400,10.00000,0.00030
1.98450,10.00000,0.00029
1.98500,10.00000,0.00029
1.98550,10.00000,0.00029
1.98600,10.00000,0.00029
1.98650,10.00000,0.00029
1.98700,10.00000,0.00029
1.98750,10.00000,0.00029
1.98800,10.00000,0.00028
1.98850,10.00000,0.00028
1.98900,10.00000,0.00028
1.98950,10.00000,0.00028
1.99000,10.00000,0.00028
1.99050,10.00000,0.00028
1.99100,10.00000,0.00028
1.99150,10.00000,0.00027
1.99200,10.00000,0.00027
1.99250,10.00000,0.00027
1.99300,10.00000,0.00027
1.99350,10.00000,0.00027
1.99400,10.00000,0.00027
1.99450,10.00000,0.00027
1.99500,10.00000,0.00026
1.99550,10.00000,0.00026
1.99600,10.00000,0.00026
1.99650,10.00000,0.00026
1.99700,10.00000,0.00026
1.99750,10.00000,0.00026
1.99800,10.00000,0.00025
1.99850,10.00000,0.00025
1.99900,10.00000,0.00025
1.99950,10.00000,0.00025
2.00000,10.00000,0.00025
2.00050,10.00000,0.00025
2.00100,10.00000,0.00025
2.00150,10.00000,0.00024
2.00200,10.00000,0.00024
2.00250,10.00000,0.00024
2.00300,10.00000,0.00024
2.00350,10.00000,0.00024
2.00400,10.00000,0.00024
2.00450,10.00000,0.00024
2.00500,10.00000,0.00024
2.00550,10.00000,0.00024
2.00600,10.00000,0.00024
2.00650,10.00000,0.00024
2.00700,10.00000,0.00023
2.00750,10.00000,0.00023
2.00800,10.00000,0.00023
2.00850,10.00000,0.00023
2.00900,10.00000,0.00023
2.00950,10.00000,0.00023
2.01000,10.00000,0.00023
2.01050,10.00000,0.00023
2.01100,10.00000,0.00023
2.01150,10.00000,0.00023
2.01200,10.00000,0.00023
2.01250,10.00000,0.00023
2.01300,10.00000,0.00023
2.01350,10.00000,0.00023
2.01400,10.00000,0.00022
2.01450,10.00000,0.00022
2.01500,10.00000,0.00022
2.01550,10.00000,0.00022
2.01600,10.00000,0.00022
2.01650,10.00000,0.00022
2.01700,10.00000,0.00022
2.01750,10.00000,0.00022
2.01800,10.00000,0.00022
2.01850,10.00000,0.00022
2.01900,10.00000,0.00022
2.01950,10.00000,0.00022
2.02000,10.00000,0.00022
2.02050,10.00000,0.00021
2.02100,10.00000,0.00021
2.02150,10.00000,0.00021
2.02200,10.00000,0.00021
2.02250,10.00000,0.00021
2.02300,10.00000,0.00021
2.02350,10.00000,0.00021
2.02400,10.00000,0.00021
2.02450,10.00000,0.00021
2.02500,10.00000,0.00021
2.02550,10.00000,0.00021
2.02600,10.00000,0.00021
2.02650,10.00000,0.00021
2.02700,10.00000,0.00020
2.02750,10.00000,0.00020
2.02800,10.00000,0.00020
2.02850,10.00000,0.00020
2.02900,10.00000,0.00020
2.02950,10.00000,0.00020
2.03000,10.00000,0.00020
2.03050,10.00000,0.00020
2.03100,10.00000,0.00020
2.03150,10.00000,0.00020
2.03200,10.00000,0.00020
2.03250,10.00000,0.00020
2.03300,10.00000,0.00020
2.03350,10.00000,0.00020
2.03400,10.00000,0.00019
2.03450,10.00000,0.00019
2.03500,10.00000,0.00019
2.03550,10.00000,0.00019
2.03600,10.00000,0.00019
2.03650,10.00000,0.00019
2.03700,10.00000,0.00019
2.03750,10.00000,0.00019
2.03800,10.00000,0.00019
2.03850,10.00000,0.00019
2.03900,10.00000,0.00019
2.03950,10.00000,0.00019
2.04000,10.00000,0.00019
2.04050,10.00000,0.00018
2.04100,10.00000,0.00018
2.04150,10.00000,0.00018
2.04200,10.00000,0.00018
2.04250,10.00000,0.00018
2.04300,10.00000,0.00018
2.04350,10.00000,0.00018
2.04400,10.00000,0.00018
2.04450,10.00000,0.00018
2.04500,10.00000,0.00018
2.04550,10.00000,0.00018
2.04600,10.00000,0.00018
2.04650,10.00000,0.00018
2.04700,10.00000,0.00018
2.04750,10.00000,0.00017
2.04800,10.00000,0.00017
2.04850,10.00000,0.00017
2.04900,10.00000,0.00017
2.04950,10.00000,0.00017
2.05000,10.00000,0.00017
2.05050,10.00000,0.00017
2.05100,10.00000,0.00017
2.05150,10.00000,0.00017
2.05200,10.00000,0.00017
2.05250,10.00000,0.00017
2.05300,10.00000,0.00017
2.05350,10.00000,0.00017
2.05400,10.00000,0.00016
2.05450,10.00000,0.00016
2.05500,10.00000,0.00016
2.05550,10.00000,0.00016
2.05600,10.00000,0.00016
2.05650,10.00000,0.00016
2.05700,10.00000,0.00016
2.05750,10.00000,0.00016
2.05800,10.00000,0.00016
2.05850,10.00000,0.00016
2.05900,10.00000,0.00016
2.05950,10.00000,0.00016
2.06000,10.00000,0.00016
2.06050,10.00000,0.00016
2.06100,10.00000,0.00015
2.06150,10.00000,0.00015
2.06200,10.00000,0.00015
2.06250,10.00000,0.00015
2.06300,10.00000,0.00015
2.06350,10.00000,0.00015
2.06400,10.00000,0.00015
2.06450,10.00000,0.00015
2.06500,10.00000,0.00015
2.06550,10.00000,0.00015
2.06600,10.00000,0.00015
2.06650,10.00000,0.00015
2.06700,10.00000,0.00015
2.06750,10.00000,0.00014
2.06800,10.00000,0.00014
2.06850,10.00000,0.00014
2.06900,10.00000,0.00014
2.06950,10.00000,0.00014
2.07000,10.00000,0.00014
2.07050,10.00000,0.00014
2.07100,10.00000,0.00014
2.07150,10.00000,0.00014
2.07200,10.00000,0.00014
2.07250,10.00000,0.00014
2.07300,10.00000,0.00014
2.07350,10.00000,0.00014
2.07400,10.00000,0.00014
2.07450,10.00000,0.00013
2.07500,10.00000,0.00013
2.07550,10.00000,0.00013
2.07600,10.00000,0.00013
2.07650,10.00000,0.00013
2.07700,10.00000,0.00013
2.07750,10.00000,0.00013
2.07800,10.00000,0.00013
2.07850,10.00000,0.00013
2.07900,10.00000,0.00013
2.07950,10.00000,0.00013
2.08000,10.00000,0.00013
2.08050,10.00000,0.00013
2.08100,10.00000,0.00012
2.08150,10.00000,0.00012
2.08200,10.00000,0.00012
2.08250,10.00000,0.00012
2.08300,10.00000,0.00012
2.08350,10.00000,0.00012
2.08400,10.00000,0.00012
2.08450,10.00000,0.00012
2.08500,10.00000,0.00012
2.08550,10.00000,0.00012
2.08600,10.00000,0.00012
2.08650,10.00000,0.00012
2.08700,10.00000,0.00012
2.08750,10.00000,0.00012
2.08800,10.00000,0.00011
2.08850,10.00000,0.00011
2.08900,10.00000,0.00011
2.08950,10.00000,0.00011
2.09000,10.00000,0.00011
2.09050,10.00000,0.00011
2.09100,10.00000,0.00011
2.09150,10.00000,0.00011
2.09200,10.00000,0.00011
2.09250,10.00000,0.00011
2.09300,10.00000,0.00011
2.09350,10.00000,0.00011
2.09400,10.00000,0.00011
2.09450,10.00000,0.00010
2.09500,10.00000,0.00010
2.09550,10.00000,0.00010
2.09600,10.00000,0.00010
2.09650,10.00000,0.00010
2.09700,10.00000,0.00010
2.09750,10.00000,0.00010
2.09800,10.00000,0.00010
2.09850,10.00000,0.00010
2.09900,10.00000,0.00010
2.09950,10.00000,0.00010
2.10000,10.00000,0.00010
2.10050,10.00000,0.00010
2.10100,10.00000,0.00009
2.10150,10.00000,0.00009
2.10200,10.00000,0.00009
2.10250,10.00000,0.00009
2.10300,10.00000,0.00009
2.10350,10.00000,0.00009
2.10400,10.00000,0.00009
2.10450,10.00000,0.00009
2.10500,10.00000,0.00009
2.10550,10.00000,0.00009
2.10600,10.00000,0.00009
2.10650,10.00000,0.00009
2.10700,10.00000,0.00009
2.10750,10.00000,0.00009
2.10800,10.00000,0.00008
2.10850,10.00000,0.00008
2.10900,10.00000,0.00008
2.10950,10.00000,0.00008
2.11000,10.00000,0.00008
2.11050,10.00000,0.00008
2.11100,10.00000,0.00008
2.11150,10.00000,0.00008
2.11200,10.00000,0.00008
2.11250,10.00000,0.00008
2.11300,10.00000,0.00008
2.11350,10.00000,0.00008
2.11400,10.00000,0.00008
2.11450,10.00000,0.00007
2.11500,10.00000,0.00007
2.11550,10.00000,0.00007
2.11600,10.00000,0.00007
2.11650,10.00000,0.00007
2.11700,10.00000,0.00007
2.11750,10.00000,0.00007
2.11800,10.00000,0.00007
2.11850,10.00000,0.00007
2.11900,10.00000,0.00007
2.11950,10.00000,0.00007
2.12000,10.00000,0.00007
2.12050,10.00000,0.00007
2.12100,10.00000,0.00007
2.12150,10.00000,0.00006
2.12200,10.00000,0.00006
2.12250,10.00000,0.00006
2.12300,10.00000,0.00006
2.12350,10.00000,0.00006
2.12400,10.00000,0.00006
2.12450,10.00000,0.00006
2.12500,10.00000,0.00006
2.12550,10.00000,0.00006
2.12600,10.00000,0.00006
2.12650,10.00000,0.00006
2.12700,10.00000,0.00006
2.12750,10.00000,0.00006
2.12800,10.00000,0.00005
2.12850,10.00000,0.00005
2.12900,10.00000,0.00005
2.12950,10.00000,0.00005
2.13000,10.00000,0.00005
2.13050,10.00000,0.00005
2.13100,10.00000,0.00005
2.13150,10.00000,0.00005
2.13200,10.00000,0.00005
2.13250,10.00000,0.00005
2.13300,10.00000,0.00005
2.13350,10.00000,0.00005
2.13400,10.00000,0.00005
2.13450,10.00000,0.00005
2.13500,10.00000,0.00004
2.13550,10.00000,0.00004
2.13600,10.00000,0.00004
2.13650,10.00000,0.00004
2.13700,10.00000,0.00004
2.13750,10.00000,0.00004
2.13800,10.00000,0.00004
2.13850,10.00000,0.00004
2.13900,10.00000,0.00004
2.13950,10.00000,0.00004
2.14000,10.00000,0.00004
2.14050,10.00000,0.00004
2.14100,10.00000,0.00004
2.14150,10.00000,0.00003
2.14200,10.00000,0.00003
2.14250,10.00000,0.00003
2.14300,10.00000,0.00003
2.14350,10.00000,0.00003
2.14400,10.00000,0.00003
2.14450,10.00000,0.00003
2.14500,10.00000,0.00003
2.14550,10.00000,0.00003
2.14600,10.00000,0.00003
2.14650,10.00000,0.00003
2.14700,10.00000,0.00003
2.14750,10.00000,0.00003
2.14800,10.00000,0.00003
2.14850,10.00000,0.00002
2.14900,10.00000,0.00002
2.14950,10.00000,0.00002
2.15000,10.00000,0.00002
2.15050,10.00000,0.00002
2.15100,10.00000,0.00002
2.15150,10.00000,0.00002
2.15200,10.00000,0.00002
2.15250,10.00000,0.00002
2.15300,10.00000,0.00002
2.15350,10.00000,0.00002
2.15400,10.00000,0.00002
2.15450,10.00000,0.00002
2.15500,10.00000,0.00001
2.15550,10.00000,0.00001
2.15600,10.00000,0.00001
2.15650,10.00000,0.00001
2.15700,10.00000,0.00001
2.15750,10.00000,0.00001
2.15800,10.00000,0.00001
2.15850,10.00000,0.00001
2.15900,10.00000,0.00001
2.15950,10.00000,0.00001
2.16000,10.00000,0.00001
2.16050,10.00000,0.00001
2.16100,10.00000,0.00001
2.16150,10.00000,0.00001
2.16200,10.00000,0.00000
2.16250,10.00000,0.00000
2.16300,10.00000,0.00000
2.16350,10.00000,0.00000
2.16400,10.00000,0.00000
2.16450,10.00000,0.00000
2.16500,10.00000,-0.00000
2.16550,10.00000,-0.00000
2.16600,10.00000,-0.00000
2.16650,10.00000,-0.00000
2.16700,10.00000,-0.00000
2.16750,10.00000,-0.00000
2.16800,10.00000,-0.00000
2.16850,10.00000,-0.00001
2.16900,10.00000,-0.00001
2.16950,10.00000,-0.00001
2.17000,10.00000,-0.00001
2.17050,10.00000,-0.00001
2.17100,10.00000,-0.00001
2.17150,10.00000,-0.00001
2.17200,10.00000,-0.00001
2.17250,10.00000,-0.00001
2.17300,10.00000,-0.00001
2.17350,10.00000,-0.00001
2.17400,10.00000,-0.00001
2.17450,10.00000,-0.00001
2.17500,10.00000,-0.00002
2.17550,10.00000,-0.00002
2.17600,10.00000,-0.00002
2.17650,10.00000,-0.00002
2.17700,10.00000,-0.00002
2.17750,10.00000,-0.00002
2.17800,10.00000,-0.00002
2.17850,10.00000,-0.00002
2.17900,10.00000,-0.00002
2.17950,10.00000,-0.00002
2.18000,10.00000,-0.00002
2.18050,10.00000,-0.00002
2.18100,10.00000,-0.00002
2.18150,10.00000,-0.00002
2.18200,10.00000,-0.00003
2.18250,10.00000,-0.00003
2.18300,10.00000,-0.00003
2.18350,10.00000,-0.00003
2.18400,10.00000,-0.00003
2.18450,10.00000,-0.00003
2.18500,10.00000,-0.00003
2.18550,10.00000,-0.00003
2.18600,10.00000,-0.00003
2.18650,10.00000,-0.00003
2.18700,10.00000,-0.00003
2.18750,10.00000,-0.00003
2.18800,10.00000,-0.00003
2.18850,10.00000,-0.00004
2.18900,10.00000,-0.00004
2.18950,10.00000,-0.00004
2.19000,10.00000,-0.00004
2.19050,10.00000,-0.00004
2.19100,10.00000,-0.00004
2.19150,10.00000,-0.00004
2.19200,10.00000,-0.00004
2.19250,10.00000,-0.00004
2.19300,10.00000,-0.00004
2.19350,10.00000,-0.00004
2.19400,10.00000,-0.00004
2.19450,10.00000,-0.00004
2.19500,10.00000,-0.00004
2.19550,10.00000,-0.00005
2.19600,10.00000,-0.00005
2.19650,10.00000,-0.00005
2.19700,10.00000,-0.00005
2.19750,10.00000,-0.00005
2.19800,10.00000,-0.00005
2.19850,10.00000,-0.00005
2.19900,10.00000,-0.00005
2.19950,10.00000,-0.00005
2.20000,10.00000,-0.00005
2.20050,10.00000,-0.00005
2.20100,10.00000,-0.00005
2.20150,10.00000,-0.00005
2.20200,10.00000,-0.00006
2.20250,10.00000,-0.00006
2.20300,10.00000,-0.00006
2.20350,10.00000,-0.00006
2.20400,10.00000,-0.00006
2.20450,10.00000,-0.00006
2.20500,10.00000,-0.00006
2.20550,10.00000,-0.00006
2.20600,10.00000,-0.00006
2.20650,10.00000,-0.00006
2.20700,10.00000,-0.00006
2.20750,10.00000,-0.00006
2.20800,10.00000,-0.00006
2.20850,10.00000,-0.00006
2.20900,10.00000,-0.00006
2.20950,10.00000,-0.00006
2.21000,10.00000,-0.00006
2.21050,10.00000,-0.00006
2.21100,10.00000,-0.00006
2.21150,10.00000,-0.00006
2.21200,10.00000,-0.00006
2.21250,10.00000,-0.00006
2.21300,10.00000,-0.00006
2.21350,10.00000,-0.00006
2.21400,10.00000,-0.00006
2.21450,10.00000,-0.00006
2.21500,10.00000,-0.00006
2.21550,10.00000,-0.00006
2.21600,10.00000,-0.00006
2.21650,10.00000,-0.00006
2.21700,10.00000,-0.00006
2.21750,10.00000,-0.00006
2.21800,10.00000,-0.00006
2.21850,10.00000,-0.00006
2.21900,10.00000,-0.00006
2.21950,10.00000,-0.00006
2.22000,10.00000,-0.00006
2.22050,10.00000,-0.00006
2.22100,10.00000,-0.00006
2.22150,10.00000,-0.00006
2.22200,10.00000,-0.00006
2.22250,10.00000,-0.00006
2.22300,10.00000,-0.00006
2.22350,10.00000,-0.00006
2.22400,10.00000,-0.00006
2.22450,10.00000,-0.00006
2.22500,10.00000,-0.00006
2.22550,10.00000,-0.00006
2.22600,10.00000,-0.00006
2.22650,10.00000,-0.00006
2.22700,10.00000,-0.00006
2.22750,10.00000,-0.00006
2.22800,10.00000,-0.00006
2.22850,10.00000,-0.00006
2.22900,10.00000,-0.00006
2.22950,10.00000,-0.00006
2.23000,10.00000,-0.00006
2.23050,10.00000,-0.00006
2.23100,10.00000,-0.00006
2.23150,10.00000,-0.00006
2.23200,10.00000,-0.00006
2.23250,10.00000,-0.00006
2.23300,10.00000,-0.00006
2.23350,10.00000,-0.00006
2.23400,10.00000,-0.00006
2.23450,10.00000,-0.00006
2.23500,10.00000,-0.00006
2.23550,10.00000,-0.00006
2.23600,10.00000,-0.00006
2.23650,10.00000,-0.00006
2.23700,10.00000,-0.00006
2.23750,10.00000,-0.00006
2.23800,10.00000,-0.00006
2.23850,10.00000,-0.00006
2.23900,10.00000,-0.00006
2.23950,10.00000,-0.00006
2.24000,10.00000,-0.00006
2.24050,10.00000,-0.00006
2.24100,10.00000,-0.00006
2.24150,10.00000,-0.00006
2.24200,10.00000,-0.00006
2.24250,10.00000,-0.00006
2.24300,10.00000,-0.00006
2.24350,10.00000,-0.00006
2.24400,10.00000,-0.00006
2.24450,10.00000,-0.00006
2.24500,10.00000,-0.00006
2.24550,10.00000,-0.00006
2.24600,10.00000,-0.00006
2.24650,10.00000,-0.00006
