time,v_1,v_2,i_1
0.34750,5.00000,4.99502,0.00050
0.34800,5.00000,4.99507,0.00049
0.34850,5.00000,4.99512,0.00049
0.34900,5.00000,4.99516,0.00048
0.34950,5.00000,4.99521,0.00048
0.35000,5.00000,4.99526,0.00047
0.35050,5.00000,4.99531,0.00047
0.35100,5.00000,4.99535,0.00046
0.35150,5.00000,4.99540,0.00046
0.35200,5.00000,4.99544,0.00046
0.35250,5.00000,4.99549,0.00045
0.35300,5.00000,4.99553,0.00045
0.35350,5.00000,4.99558,0.00044
0.35400,5.00000,4.99562,0.00044
0.35450,5.00000,4.99566,0.00043
0.35500,5.00000,4.99571,0.00043
0.35550,5.00000,4.99575,0.00043
0.35600,5.00000,4.99579,0.00042
0.35650,5.00000,4.99583,0.00042
0.35700,5.00000,4.99587,0.00041
0.35750,5.00000,4.99591,0.00041
0.35800,5.00000,4.99595,0.00040
0.35850,5.00000,4.99599,0.00040
0.35900,5.00000,4.99603,0.00040
0.35950,5.00000,4.99607,0.00039
0.36000,5.00000,4.99611,0.00039
0.36050,5.00000,4.99615,0.00039
0.36100,5.00000,4.99619,0.00038
0.36150,5.00000,4.99622,0.00038
0.36200,5.00000,4.99626,0.00037
0.36250,5.00000,4.99630,0.00037
0.36300,5.00000,4.99633,0.00037
0.36350,5.00000,4.99637,0.00036
0.36400,5.00000,4.99641,0.00036
0.36450,5.00000,4.99644,0.00036
0.36500,5.00000,4.99648,0.00035
0.36550,5.00000,4.99651,0.00035
0.36600,5.00000,4.99655,0.00035
0.36650,5.00000,4.99658,0.00034
0.36700,5.00000,4.99661,0.00034
0.36750,5.00000,4.99665,0.00034
0.36800,5.00000,4.99668,0.00033
0.36850,5.00000,4.99671,0.00033
0.36900,5.00000,4.99675,0.00033
0.36950,5.00000,4.99678,0.00032
0.37000,5.00000,4.99681,0.00032
0.37050,5.00000,4.99684,0.00032
0.37100,5.00000,4.99687,0.00031
0.37150,5.00000,4.99690,0.00031
0.37200,5.00000,4.99693,0.00031
0.37250,5.00000,4.99696,0.00030
0.37300,5.00000,4.99699,0.00030
0.37350,5.00000,4.99702,0.00030
0.37400,5.00000,4.99705,0.00029
0.37450,5.00000,4.99708,0.00029
0.37500,5.00000,4.99711,0.00029
0.37550,5.00000,4.99714,0.00029
0.37600,5.00000,4.99717,0.00028
0.37650,5.00000,4.99719,0.00028
0.37700,5.00000,4.99722,0.00028
0.37750,5.00000,4.99725,0.00028
0.37800,5.00000,4.99728,0.00027
0.37850,5.00000,4.99730,0.00027
0.37900,5.00000,4.99733,0.00027
0.37950,5.00000,4.99736,0.00026
0.38000,5.00000,4.99738,0.00026
0.38050,5.00000,4.99741,0.00026
0.38100,5.00000,4.99743,0.00026
0.38150,5.00000,4.99746,0.00025
0.38200,5.00000,4.99748,0.00025
0.38250,5.00000,4.99751,0.00025
0.38300,5.00000,4.99753,0.00025
0.38350,5.00000,4.99756,0.00024
0.38400,5.00000,4.99758,0.00024
0.38450,5.00000,4.99760,0.00024
0.38500,5.00000,4.99763,0.00024
0.38550,5.00000,4.99765,0.00023
0.38600,5.00000,4.99767,0.00023
0.38650,5.00000,4.99770,0.00023
0.38700,5.00000,4.99772,0.00023
0.38750,5.00000,4.99774,0.00023
0.38800,5.00000,4.99776,0.00022
0.38850,5.00000,4.99779,0.00022
0.38900,5.00000,4.99781,0.00022
0.38950,5.00000,4.99783,0.00022
0.39000,5.00000,4.99785,0.00022
0.39050,5.00000,4.99787,0.00021
0.39100,5.00000,4.99789,0.00021
0.39150,5.00000,4.99791,0.00021
0.39200,5.00000,4.99793,0.00021
0.39250,5.00000,4.99795,0.00020
0.39300,5.00000,4.99797,0.00020
0.39350,5.00000,4.99799,0.00020
0.39400,5.00000,4.99801,0.00020
0.39450,5.00000,4.99803,0.00020
0.39500,5.00000,4.99805,0.00019
0.39550,5.00000,4.99807,0.00019
0.39600,5.00000,4.99809,0.00019
0.39650,5.00000,4.99811,0.00019
0.39700,5.00000,4.99813,0.00019
0.39750,5.00000,4.99814,0.00019
0.39800,5.00000,4.99816,0.00018
0.39850,5.00000,4.99818,0.00018
0.39900,5.00000,4.99820,0.00018
0.39950,5.00000,4.99822,0.00018
0.40000,5.00000,4.99823,0.00018
0.40050,5.00000,4.99825,0.00017
0.40100,5.00000,4.99827,0.00017
0.40150,5.00000,4.99828,0.00017
0.40200,5.00000,4.99830,0.00017
0.40250,5.00000,4.99832,0.00017
0.40300,5.00000,4.99833,0.00017
0.40350,5.00000,4.99835,0.00016
0.40400,5.00000,4.99837,0.00016
0.40450,5.00000,4.99838,0.00016
0.40500,5.00000,4.99840,0.00016
0.40550,5.00000,4.99841,0.00016
0.40600,5.00000,4.99843,0.00016
0.40650,5.00000,4.99844,0.00016
0.40700,5.00000,4.99846,0.00015
0.40750,5.00000,4.99847,0.00015
0.40800,5.00000,4.99849,0.00015
0.40850,5.00000,4.99850,0.00015
0.40900,5.00000,4.99852,0.00015
0.40950,5.00000,4.99853,0.00015
0.41000,5.00000,4.99855,0.00015
0.41050,5.00000,4.99856,0.00014
0.41100,5.00000,4.99858,0.00014
0.41150,5.00000,4.99859,0.00014
0.41200,5.00000,4.99860,0.00014
0.41250,5.00000,4.99862,0.00014
0.41300,5.00000,4.99863,0.00014
0.41350,5.00000,4.99864,0.00014
0.41400,5.00000,4.99866,0.00013
0.41450,5.00000,4.99867,0.00013
0.41500,5.00000,4.99868,0.00013
0.41550,5.00000,4.99870,0.00013
0.41600,5.00000,4.99871,0.00013
0.41650,5.00000,4.99872,0.00013
0.41700,5.00000,4.99873,0.00013
0.41750,5.00000,4.99875,0.00013
0.41800,5.00000,4.99876,0.00012
0.41850,5.00000,4.99877,0.00012
0.41900,5.00000,4.99878,0.00012
0.41950,5.00000,4.99880,0.00012
0.42000,5.00000,4.99881,0.00012
0.42050,5.00000,4.99882,0.00012
0.42100,5.00000,4.99883,0.00012
0.42150,5.00000,4.99884,0.00012
0.42200,5.00000,4.99885,0.00011
0.42250,5.00000,4.99886,0.00011
0.42300,5.00000,4.99888,0.00011
0.42350,5.00000,4.99889,0.00011
0.42400,5.00000,4.99890,0.00011
0.42450,5.00000,4.99891,0.00011
0.42500,5.00000,4.99892,0.00011
0.42550,5.00000,4.99893,0.00011
0.42600,5.00000,4.99894,0.00011
0.42650,5.00000,4.99895,0.00010
0.42700,5.00000,4.99896,0.00010
0.42750,5.00000,4.99897,0.00010
0.42800,5.00000,4.99898,0.00010
0.42850,5.00000,4.99899,0.00010
0.42900,5.00000,4.99900,0.00010
0.42950,5.00000,4.99901,0.00010
0.43000,5.00000,4.99902,0.00010
0.43050,5.00000,4.99903,0.00010
0.43100,5.00000,4.99904,0.00010
0.43150,5.00000,4.99905,0.00010
0.43200,5.00000,4.99906,0.00009
0.43250,5.00000,4.99907,0.00009
0.43300,5.00000,4.99907,0.00009
0.43350,5.00000,4.99908,0.00009
0.43400,5.00000,4.99909,0.00009
0.43450,5.00000,4.99910,0.00009
0.43500,5.00000,4.99911,0.00009
0.43550,5.00000,4.99912,0.00009
0.43600,5.00000,4.99913,0.00009
0.43650,5.00000,4.99913,0.00009
0.43700,5.00000,4.99914,0.00009
0.43750,5.00000,4.99915,0.00008
0.43800,5.00000,4.99916,0.00008
0.43850,5.00000,4.99917,0.00008
0.43900,5.00000,4.99918,0.00008
0.43950,5.00000,4.99918,0.00008
0.44000,5.00000,4.99919,0.00008
0.44050,5.00000,4.99920,0.00008
0.44100,5.00000,4.99921,0.00008
0.44150,5.00000,4.99921,0.00008
0.44200,5.00000,4.99922,0.00008
0.44250,5.00000,4.99923,0.00008
0.44300,5.00000,4.99924,0.00008
0.44350,5.00000,4.99924,0.00008
0.44400,5.00000,4.99925,0.00007
0.44450,5.00000,4.99926,0.00007
0.44500,5.00000,4.99927,0.00007
0.44550,5.00000,4.99927,0.00007
0.44600,5.00000,4.99928,0.00007
0.44650,5.00000,4.99929,0.00007
0.44700,5.00000,4.99929,0.00007
0.44750,5.00000,4.99930,0.00007
0.44800,5.00000,4.99931,0.00007
0.44850,5.00000,4.99931,0.00007
0.44900,5.00000,4.99932,0.00007
0.44950,5.00000,4.99933,0.00007
0.45000,5.00000,4.99933,0.00007
0.45050,5.00000,4.99934,0.00007
0.45100,5.00000,4.99935,0.00007
0.45150,5.00000,4.99935,0.00006
0.45200,5.00000,4.99936,0.00006
0.45250,5.00000,4.99936,0.00006
0.45300,5.00000,4.99937,0.00006
0.45350,5.00000,4.99938,0.00006
0.45400,5.00000,4.99938,0.00006
0.45450,5.00000,4.99939,0.00006
0.45500,5.00000,4.99939,0.00006
0.45550,5.00000,4.99940,0.00006
0.45600,5.00000,4.99941,0.00006
0.45650,5.00000,4.99941,0.00006
0.45700,5.00000,4.99942,0.00006
0.45750,5.00000,4.99942,0.00006
0.45800,5.00000,4.99943,0.00006
0.45850,5.00000,4.99943,0.00006
0.45900,5.00000,4.99944,0.00006
0.45950,5.00000,4.99944,0.00006
0.46000,5.00000,4.99945,0.00005
0.46050,5.00000,4.99946,0.00005
0.46100,5.00000,4.99946,0.00005
0.46150,5.00000,4.99947,0.00005
0.46200,5.00000,4.99947,0.00005
0.46250,5.00000,4.99948,0.00005
0.46300,5.00000,4.99948,0.00005
0.46350,5.00000,4.99949,0.00005
0.46400,5.00000,4.99949,0.00005
0.46450,5.00000,4.99950,0.00005
0.46500,5.00000,4.99950,0.00005
0.46550,5.00000,4.99951,0.00005
0.46600,5.00000,4.99951,0.00005
0.46650,5.00000,4.99952,0.00005
0.46700,5.00000,4.99952,0.00005
0.46750,5.00000,4.99952,0.00005
0.46800,5.00000,4.99953,0.00005
0.46850,5.00000,4.99953,0.00005
0.46900,5.00000,4.99954,0.00005
0.46950,5.00000,4.99954,0.00005
0.47000,5.00000,4.99955,0.00005
0.47050,5.00000,4.99955,0.00004
0.47100,5.00000,4.99955,0.00004
0.47150,5.00000,4.99956,0.00004
0.47200,5.00000,4.99956,0.00004
0.47250,5.00000,4.99957,0.00004
0.47300,5.00000,4.99957,0.00004
0.47350,5.00000,4.99957,0.00004
0.47400,5.00000,4.99958,0.00004
0.47450,5.00000,4.99958,0.00004
0.47500,5.00000,4.99959,0.00004
0.47550,5.00000,4.99959,0.00004
0.47600,5.00000,4.99959,0.00004
0.47650,5.00000,4.99960,0.00004
0.47700,5.00000,4.99960,0.00004
0.47750,5.00000,4.99961,0.00004
0.47800,5.00000,4.99961,0.00004
0.47850,5.00000,4.99961,0.00004
0.47900,5.00000,4.99962,0.00004
0.47950,5.00000,4.99962,0.00004
0.48000,5.00000,4.99962,0.00004
0.48050,5.00000,4.99963,0.00004
0.48100,5.00000,4.99963,0.00004
0.48150,5.00000,4.99963,0.00004
0.48200,5.00000,4.99964,0.00004
0.48250,5.00000,4.99964,0.00004
0.48300,5.00000,4.99964,0.00004
0.48350,5.00000,4.99965,0.00004
0.48400,5.00000,4.99965,0.00003
0.48450,5.00000,4.99965,0.00003
0.48500,5.00000,4.99966,0.00003
0.48550,5.00000,4.99966,0.00003
0.48600,5.00000,4.99966,0.00003
0.48650,5.00000,4.99967,0.00003
0.48700,5.00000,4.99967,0.00003
0.48750,5.00000,4.99967,0.00003
0.48800,5.00000,4.99968,0.00003
0.48850,5.00000,4.99968,0.00003
0.48900,5.00000,4.99968,0.00003
0.48950,5.00000,4.99969,0.00003
0.49000,5.00000,4.99969,0.00003
0.49050,5.00000,4.99969,0.00003
0.49100,5.00000,4.99969,0.00003
0.49150,5.00000,4.99970,0.00003
0.49200,5.00000,4.99970,0.00003
0.49250,5.00000,4.99970,0.00003
0.49300,5.00000,4.99971,0.00003
0.49350,5.00000,4.99971,0.00003
0.49400,5.00000,4.99971,0.00003
0.49450,5.00000,4.99971,0.00003
0.49500,5.00000,4.99972,0.00003
0.49550,5.00000,4.99972,0.00003
0.49600,5.00000,4.99972,0.00003
0.49650,5.00000,4.99972,0.00003
0.49700,5.00000,4.99973,0.00003
0.49750,5.00000,4.99973,0.00003
0.49800,5.00000,4.99973,0.00003
0.49850,5.00000,4.99973,0.00003
0.49900,5.00000,4.99974,0.00003
0.49950,5.00000,4.99974,0.00003
0.50000,5.00000,4.99974,0.00003
0.50050,5.00000,4.99974,0.00003
0.50100,5.00000,4.99975,0.00003
0.50150,5.00000,4.99975,0.00003
0.50200,5.00000,4.99975,0.00002
0.50250,5.00000,4.99975,0.00002
0.50300,5.00000,4.99975,0.00002
0.50350,5.00000,4.99976,0.00002
0.50400,5.00000,4.99976,0.00002
0.50450,5.00000,4.99976,0.00002
0.50500,5.00000,4.99976,0.00002
0.50550,5.00000,4.99977,0.00002
0.50600,5.00000,4.99977,0.00002
0.50650,5.00000,4.99977,0.00002
0.50700,5.00000,4.99977,0.00002
0.50750,5.00000,4.99977,0.00002
0.50800,5.00000,4.99978,0.00002
0.50850,5.00000,4.99978,0.00002
0.50900,5.00000,4.99978,0.00002
0.50950,5.00000,4.99978,0.00002
0.51000,5.00000,4.99978,0.00002
0.51050,5.00000,4.99979,0.00002
0.51100,5.00000,4.99979,0.00002
0.51150,5.00000,4.99979,0.00002
0.51200,5.00000,4.99979,0.00002
0.51250,5.00000,4.99979,0.00002
0.51300,5.00000,4.99979,0.00002
0.51350,5.00000,4.99980,0.00002
0.51400,5.00000,4.99980,0.00002
0.51450,5.00000,4.99980,0.00002
0.51500,5.00000,4.99980,0.00002
0.51550,5.00000,4.99980,0.00002
0.51600,5.00000,4.99981,0.00002
0.51650,5.00000,4.99981,0.00002
0.51700,5.00000,4.99981,0.00002
0.51750,5.00000,4.99981,0.00002
0.51800,5.00000,4.99981,0.00002
0.51850,5.00000,4.99981,0.00002
0.51900,5.00000,4.99981,0.00002
0.51950,5.00000,4.99982,0.00002
0.52000,5.00000,4.99982,0.00002
0.52050,5.00000,4.99982,0.00002
0.52100,5.00000,4.99982,0.00002
0.52150,5.00000,4.99982,0.00002
0.52200,5.00000,4.99983,0.00002
0.52250,5.00000,4.99983,0.00002
0.52300,5.00000,4.99983,0.00002
0.52350,5.00000,4.99983,0.00002
0.52400,5.00000,4.99983,0.00002
0.52450,5.00000,4.99983,0.00002
0.52500,5.00000,4.99983,0.00002
0.52550,5.00000,4.99984,0.00002
0.52600,5.00000,4.99984,0.00002
0.52650,5.00000,4.99984,0.00002
0.52700,5.00000,4.99984,0.00002
0.52750,5.00000,4.99984,0.00002
0.52800,5.00000,4.99984,0.00002
0.52850,5.00000,4.99984,0.00002
0.52900,5.00000,4.99985,0.00002
0.52950,5.00000,4.99985,0.00002
0.53000,5.00000,4.99985,0.00002
0.53050,5.00000,4.99985,0.00002
0.53100,5.00000,4.99985,0.00001
0.53150,5.00000,4.99985,0.00001
0.53200,5.00000,4.99985,0.00001
0.53250,5.00000,4.99985,0.00001
0.53300,5.00000,4.99986,0.00001
0.53350,5.00000,4.99986,0.00001
0.53400,5.00000,4.99986,0.00001
0.53450,5.00000,4.99986,0.00001
0.53500,5.00000,4.99986,0.00001
0.53550,5.00000,4.99986,0.00001
0.53600,5.00000,4.99986,0.00001
0.53650,5.00000,4.99986,0.00001
0.53700,5.00000,4.99986,0.00001
0.53750,5.00000,4.99987,0.00001
0.53800,5.00000,4.99987,0.00001
0.53850,5.00000,4.99987,0.00001
0.53900,5.00000,4.99987,0.00001
0.53950,5.00000,4.99987,0.00001
0.54000,5.00000,4.99987,0.00001
0.54050,5.00000,4.99987,0.00001
0.54100,5.00000,4.99987,0.00001
0.54150,5.00000,4.99987,0.00001
0.54200,5.00000,4.99988,0.00001
0.54250,5.00000,4.99988,0.00001
0.54300,5.00000,4.99988,0.00001
0.54350,5.00000,4.99988,0.00001
0.54400,5.00000,4.99988,0.00001
0.54450,5.00000,4.99988,0.00001
0.54500,5.00000,4.99988,0.00001
0.54550,5.00000,4.99988,0.00001
0.54600,5.00000,4.99988,0.00001
0.54650,5.00000,4.99988,0.00001
0.54700,5.00000,4.99989,0.00001
0.54750,5.00000,4.99989,0.00001
0.54800,5.00000,4.99989,0.00001
0.54850,5.00000,4.99989,0.00001
0.54900,5.00000,4.99989,0.00001
0.54950,5.00000,4.99989,0.00001
0.55000,5.00000,4.99989,0.00001
0.55050,5.00000,4.99989,0.00001
0.55100,5.00000,4.99989,0.00001
0.55150,5.00000,4.99989,0.00001
0.55200,5.00000,4.99989,0.00001
0.55250,5.00000,4.99990,0.00001
0.55300,5.00000,4.99990,0.00001
0.55350,5.00000,4.99990,0.00001
0.55400,5.00000,4.99990,0.00001
0.55450,5.00000,4.99990,0.00001
0.55500,5.00000,4.99990,0.00001
0.55550,5.00000,4.99990,0.00001
0.55600,5.00000,4.99990,0.00001
0.55650,5.00000,4.99990,0.00001
0.55700,5.00000,4.99990,0.00001
0.55750,5.00000,4.99990,0.00001
0.55800,5.00000,4.99990,0.00001
0.55850,5.00000,4.99990,0.00001
0.55900,5.00000,4.99991,0.00001
0.55950,5.00000,4.99991,0.00001
0.56000,5.00000,4.99991,0.00001
0.56050,5.00000,4.99991,0.00001
0.56100,5.00000,4.99991,0.00001
0.56150,5.00000,4.99991,0.00001
0.56200,5.00000,4.99991,0.00001
0.56250,5.00000,4.99991,0.00001
0.56300,5.00000,4.99991,0.00001
0.56350,5.00000,4.99991,0.00001
0.56400,5.00000,4.99991,0.00001
0.56450,5.00000,4.99991,0.00001
0.56500,5.00000,4.99991,0.00001
0.56550,5.00000,4.99991,0.00001
0.56600,5.00000,4.99991,0.00001
0.56650,5.00000,4.99992,0.00001
0.56700,5.00000,4.99992,0.00001
0.56750,5.00000,4.99992,0.00001
0.56800,5.00000,4.99992,0.00001
0.56850,5.00000,4.99992,0.00001
0.56900,5.00000,4.99992,0.00001
0.56950,5.00000,4.99992,0.00001
0.57000,5.00000,4.99992,0.00001
0.57050,5.00000,4.99992,0.00001
0.57100,5.00000,4.99992,0.00001
0.57150,5.00000,4.99992,0.00001
0.57200,5.00000,4.99992,0.00001
0.57250,5.00000,4.99992,0.00001
0.57300,5.00000,4.99992,0.00001
0.57350,5.00000,4.99992,0.00001
0.57400,5.00000,4.99992,0.00001
0.57450,5.00000,4.99992,0.00001
0.57500,5.00000,4.99992,0.00001
0.57550,5.00000,4.99993,0.00001
0.57600,5.00000,4.99993,0.00001
0.57650,5.00000,4.99993,0.00001
0.57700,5.00000,4.99993,0.00001
0.57750,5.00000,4.99993,0.00001
0.57800,5.00000,4.99993,0.00001
0.57850,5.00000,4.99993,0.00001
0.57900,5.00000,4.99993,0.00001
0.57950,5.00000,4.99993,0.00001
0.58000,5.00000,4.99993,0.00001
0.58050,5.00000,4.99993,0.00001
0.58100,5.00000,4.99993,0.00001
0.58150,5.00000,4.99993,0.00001
0.58200,5.00000,4.99993,0.00001
0.58250,5.00000,4.99993,0.00001
0.58300,5.00000,4.99993,0.00001
0.58350,5.00000,4.99993,0.00001
0.58400,5.00000,4.99993,0.00001
0.58450,5.00000,4.99993,0.00001
0.58500,5.00000,4.99993,0.00001
0.58550,5.00000,4.99993,0.00001
0.58600,5.00000,4.99994,0.00001
0.58650,5.00000,4.99994,0.00001
0.58700,5.00000,4.99994,0.00001
0.58750,5.00000,4.99994,0.00001
0.58800,5.00000,4.99994,0.00001
0.58850,5.00000,4.99994,0.00001
0.58900,5.00000,4.99994,0.00001
0.58950,5.00000,4.99994,0.00001
0.59000,5.00000,4.99994,0.00001
0.59050,5.00000,4.99994,0.00001
0.59100,5.00000,4.99994,0.00001
0.59150,5.00000,4.99994,0.00001
0.59200,5.00000,4.99994,0.00001
0.59250,5.00000,4.99994,0.00001
0.59300,5.00000,4.99994,0.00001
0.59350,5.00000,4.99994,0.00001
0.59400,5.00000,4.99994,0.00001
0.59450,5.00000,4.99994,0.00001
0.59500,5.00000,4.99994,0.00001
0.59550,5.00000,4.99994,0.00001
0.59600,5.00000,4.99994,0.00001
0.59650,5.00000,4.99994,0.00001
0.59700,5.00000,4.99994,0.00001
0.59750,5.00000,4.99994,0.00001
0.59800,5.00000,4.99994,0.00001
0.59850,5.00000,4.99994,0.00001
0.59900,5.00000,4.99994,0.00001
0.59950,5.00000,4.99994,0.00001
0.60000,5.00000,4.99994,0.00001
0.60050,5.00000,4.99994,0.00001
0.60100,5.00000,4.99994,0.00001
0.60150,5.00000,4.99994,0.00001
0.60200,5.00000,4.99994,0.00001
0.60250,5.00000,4.99994,0.00001
0.60300,5.00000,4.99994,0.00001
0.60350,5.00000,4.99994,0.00001
0.60400,5.00000,4.99994,0.00001
0.60450,5.00000,4.99994,0.00001
0.60500,5.00000,4.99994,0.00001
0.60550,5.00000,4.99994,0.00001
0.60600,5.00000,4.99994,0.00001
0.60650,5.00000,4.99994,0.00001
0.60700,5.00000,4.99994,0.00001
0.60750,5.00000,4.99994,0.00001
0.60800,5.00000,4.99994,0.00001
0.60850,5.00000,4.99994,0.00001
0.60900,5.00000,4.99994,0.00001
0.60950,5.00000,4.99994,0.00001
0.61000,5.00000,4.99994,0.00001
0.61050,5.00000,4.99994,0.00001
0.61100,5.00000,4.99994,0.00001
0.61150,5.00000,4.99994,0.00001
0.61200,5.00000,4.99994,0.00001
0.61250,5.00000,4.99994,0.00001
0.61300,5.00000,4.99994,0.00001
0.61350,5.00000,4.99994,0.00001
0.61400,5.00000,4.99994,0.00001
0.61450,5.00000,4.99994,0.00001
0.61500,5.00000,4.99994,0.00001
0.61550,5.00000,4.99994,0.00001
0.61600,5.00000,4.99994,0.00001
0.61650,5.00000,4.99994,0.00001
0.61700,5.00000,4.99994,0.00001
0.61750,5.00000,4.99994,0.00001
0.61800,5.00000,4.99994,0.00001
0.61850,5.00000,4.99994,0.00001
0.61900,5.00000,4.99994,0.00001
0.61950,5.00000,4.99994,0.00001
0.62000,5.00000,4.99994,0.00001
0.62050,5.00000,4.99994,0.00001
0.62100,5.00000,4.99994,0.00001
0.62150,5.00000,4.99994,0.00001
0.62200,5.00000,4.99994,0.00001
0.62250,5.00000,4.99994,0.00001
0.62300,5.00000,4.99994,0.00001
0.62350,5.00000,4.99994,0.00001
0.62400,5.00000,4.99994,0.00001
0.62450,5.00000,4.99994,0.00001
0.62500,5.00000,4.99994,0.00001
0.62550,5.00000,4.99994,0.00001
0.62600,5.00000,4.99994,0.00001
0.62650,5.00000,4.99994,0.00001
0.62700,5.00000,4.99994,0.00001
0.62750,5.00000,4.99994,0.00001
0.62800,5.00000,4.99994,0.00001
0.62850,5.00000,4.99994,0.00001
0.62900,5.00000,4.99994,0.00001
0.62950,5.00000,4.99994,0.00001
0.63000,5.00000,4.99994,0.00001
0.63050,5.00000,4.99994,0.00001
0.63100,5.00000,4.99994,0.00001
0.63150,5.00000,4.99994,0.00001
0.63200,5.00000,4.99994,0.00001
0.63250,5.00000,4.99994,0.00001
0.63300,5.00000,4.99994,0.00001
0.63350,5.00000,4.99994,0.00001
0.63400,5.00000,4.99994,0.00001
0.63450,5.00000,4.99994,0.00001
0.63500,5.00000,4.99994,0.00001
0.63550,5.00000,4.99994,0.00001
0.63600,5.00000,4.99994,0.00001
0.63650,5.00000,4.99994,0.00001
0.63700,5.00000,4.99994,0.00001
0.63750,5.00000,4.99994,0.00001
0.63800,5.00000,4.99994,0.00001
0.63850,5.00000,4.99994,0.00001
0.63900,5.00000,4.99994,0.00001
0.63950,5.00000,4.99994,0.00001
0.64000,5.00000,4.99994,0.00001
0.64050,5.00000,4.99994,0.00001
0.64100,5.00000,4.99994,0.00001
0.64150,5.00000,4.99994,0.00001
0.64200,5.00000,4.99994,0.00001
0.64250,5.00000,4.99994,0.00001
0.64300,5.00000,4.99994,0.00001
0.64350,5.00000,4.99994,0.00001
0.64400,5.00000,4.99994,0.00001
0.64450,5.00000,4.99994,0.00001
0.64500,5.00000,4.99994,0.00001
0.64550,5.00000,4.99994,0.00001
0.64600,5.00000,4.99994,0.00001
0.64650,5.00000,4.99994,0.00001
0.64700,5.00000,4.99994,0.00001
0.64750,5.00000,4.99994,0.00001
0.64800,5.00000,4.99994,0.00001
0.64850,5.00000,4.99994,0.00001
0.64900,5.00000,4.99994,0.00001
0.64950,5.00000,4.99994,0.00001
0.65000,5.00000,4.99994,0.00001
0.65050,5.00000,4.99994,0.00001
0.65100,5.00000,4.99994,0.00001
0.65150,5.00000,4.99994,0.00001
0.65200,5.00000,4.99994,0.00001
0.65250,5.00000,4.99994,0.00001
0.65300,5.00000,4.99994,0.00001
0.65350,5.00000,4.99994,0.00001
0.65400,5.00000,4.99994,0.00001
0.65450,5.00000,4.99994,0.00001
0.65500,5.00000,4.99994,0.00001
0.65550,5.00000,4.99994,0.00001
0.65600,5.00000,4.99994,0.00001
0.65650,5.00000,4.99994,0.00001
0.65700,5.00000,4.99994,0.00001
0.65750,5.00000,4.99994,0.00001
0.65800,5.00000,4.99994,0.00001
0.65850,5.00000,4.99994,0.00001
0.65900,5.00000,4.99994,0.00001
0.65950,5.00000,4.99994,0.00001
0.66000,5.00000,4.99994,0.00001
0.66050,5.00000,4.99994,0.00001
0.66100,5.00000,4.99994,0.00001
0.66150,5.00000,4.99994,0.00001
0.66200,5.00000,4.99994,0.00001
0.66250,5.00000,4.99994,0.00001
0.66300,5.00000,4.99994,0.00001
0.66350,5.00000,4.99994,0.00001
0.66400,5.00000,4.99994,0.00001
0.66450,5.00000,4.99994,0.00001
0.66500,5.00000,4.99994,0.00001
0.66550,5.00000,4.99994,0.00001
0.66600,5.00000,4.99994,0.00001
0.66650,5.00000,4.99994,0.00001
0.66700,5.00000,4.99994,0.00001
0.66750,5.00000,4.99994,0.00001
0.66800,5.00000,4.99994,0.00001
0.66850,5.00000,4.99994,0.00001
0.66900,5.00000,4.99994,0.00001
0.66950,5.00000,4.99994,0.00001
0.67000,5.00000,4.99994,0.00001
0.67050,5.00000,4.99994,0.00001
0.67100,5.00000,4.99994,0.00001
0.67150,5.00000,4.99994,0.00001
0.67200,5.00000,4.99994,0.00001
0.67250,5.00000,4.99994,0.00001
0.67300,5.00000,4.99994,0.00001
0.67350,5.00000,4.99994,0.00001
0.67400,5.00000,4.99994,0.00001
0.67450,5.00000,4.99994,0.00001
0.67500,5.00000,4.99994,0.00001
0.67550,5.00000,4.99994,0.00001
0.67600,5.00000,4.99994,0.00001
0.67650,5.00000,4.99994,0.00001
0.67700,5.00000,4.99994,0.00001
0.67750,5.00000,4.99994,0.00001
0.67800,5.00000,4.99994,0.00001
0.67850,5.00000,4.99994,0.00001
0.67900,5.00000,4.99994,0.00001
0.67950,5.00000,4.99994,0.00001
0.68000,5.00000,4.99994,0.00001
0.68050,5.00000,4.99994,0.00001
0.68100,5.00000,4.99994,0.00001
0.68150,5.00000,4.99994,0.00001
0.68200,5.00000,4.99994,0.00001
0.68250,5.00000,4.99994,0.00001
0.68300,5.00000,4.99994,0.00001
0.68350,5.00000,4.99994,0.00001
0.68400,5.00000,4.99994,0.00001
0.68450,5.00000,4.99994,0.00001
0.68500,5.00000,4.99994,0.00001
0.68550,5.00000,4.99994,0.00001
0.68600,5.00000,4.99994,0.00001
0.68650,5.00000,4.99994,0.00001
0.68700,5.00000,4.99994,0.00001
0.68750,5.00000,4.99994,0.00001
0.68800,5.00000,4.99994,0.00001
0.68850,5.00000,4.99994,0.00001
0.68900,5.00000,4.99994,0.00001
0.68950,5.00000,4.99994,0.00001
0.69000,5.00000,4.99994,0.00001
0.69050,5.00000,4.99994,0.00001
0.69100,5.00000,4.99994,0.00001
0.69150,5.00000,4.99994,0.00001
0.69200,5.00000,4.99994,0.00001
0.69250,5.00000,4.99994,0.00001
0.69300,5.00000,4.99994,0.00001
0.69350,5.00000,4.99994,0.00001
0.69400,5.00000,4.99994,0.00001
0.69450,5.00000,4.99994,0.00001
0.69500,5.00000,4.99994,0.00001
0.69550,5.00000,4.99994,0.00001
0.69600,5.00000,4.99994,0.00001
0.69650,5.00000,4.99994,0.00001
