time,v_1,v_2,i_1
0.69700,5.00000,4.99994,0.00001
0.69750,5.00000,4.99994,0.00001
0.69800,5.00000,4.99994,0.00001
0.69850,5.00000,4.99994,0.00001
0.69900,5.00000,4.99994,0.00001
0.69950,5.00000,4.99994,0.00001
0.70000,5.00000,4.99994,0.00001
0.70050,5.00000,4.99994,0.00001
0.70100,5.00000,4.99994,0.00001
0.70150,5.00000,4.99994,0.00001
0.70200,5.00000,4.99994,0.00001
0.70250,5.00000,4.99994,0.00001
0.70300,5.00000,4.99994,0.00001
0.70350,5.00000,4.99994,0.00001
0.70400,5.00000,4.99994,0.00001
0.70450,5.00000,4.99994,0.00001
0.70500,5.00000,4.99994,0.00001
0.70550,5.00000,4.99994,0.00001
0.70600,5.00000,4.99994,0.00001
0.70650,5.00000,4.99994,0.00001
0.70700,5.00000,4.99994,0.00001
0.70750,5.00000,4.99994,0.00001
0.70800,5.00000,4.99994,0.00001
0.70850,5.00000,4.99994,0.00001
0.70900,5.00000,4.99994,0.00001
0.70950,5.00000,4.99994,0.00001
0.71000,5.00000,4.99994,0.00001
0.71050,5.00000,4.99994,0.00001
0.71100,5.00000,4.99994,0.00001
0.71150,5.00000,4.99994,0.00001
0.71200,5.00000,4.99994,0.00001
0.71250,5.00000,4.99994,0.00001
0.71300,5.00000,4.99994,0.00001
0.71350,5.00000,4.99994,0.00001
0.71400,5.00000,4.99994,0.00001
0.71450,5.00000,4.99994,0.00001
0.71500,5.00000,4.99994,0.00001
0.71550,5.00000,4.99994,0.00001
0.71600,5.00000,4.99994,0.00001
0.71650,5.00000,4.99994,0.00001
0.71700,5.00000,4.99994,0.00001
0.71750,5.00000,4.99994,0.00001
0.71800,5.00000,4.99994,0.00001
0.71850,5.00000,4.99994,0.00001
0.71900,5.00000,4.99994,0.00001
0.71950,5.00000,4.99994,0.00001
0.72000,5.00000,4.99994,0.00001
0.72050,5.00000,4.99994,0.00001
0.72100,5.00000,4.99994,0.00001
0.72150,5.00000,4.99994,0.00001
0.72200,5.00000,4.99994,0.00001
0.72250,5.00000,4.99994,0.00001
0.72300,5.00000,4.99994,0.00001
0.72350,5.00000,4.99994,0.00001
0.72400,5.00000,4.99994,0.00001
0.72450,5.00000,4.99994,0.00001
0.72500,5.00000,4.99994,0.00001
0.72550,5.00000,4.99994,0.00001
0.72600,5.00000,4.99994,0.00001
0.72650,5.00000,4.99994,0.00001
0.72700,5.00000,4.99994,0.00001
0.72750,5.00000,4.99994,0.00001
0.72800,5.00000,4.99994,0.00001
0.72850,5.00000,4.99994,0.00001
0.72900,5.00000,4.99994,0.00001
0.72950,5.00000,4.99994,0.00001
0.73000,5.00000,4.99994,0.00001
0.73050,5.00000,4.99994,0.00001
0.73100,5.00000,4.99994,0.00001
0.73150,5.00000,4.99994,0.00001
0.73200,5.00000,4.99994,0.00001
0.73250,5.00000,4.99994,0.00001
0.73300,5.00000,4.99994,0.00001
0.73350,5.00000,4.99994,0.00001
0.73400,5.00000,4.99994,0.00001
0.73450,5.00000,4.99994,0.00001
0.73500,5.00000,4.99994,0.00001
0.73550,5.00000,4.99994,0.00001
0.73600,5.00000,4.99994,0.00001
0.73650,5.00000,4.99994,0.00001
0.73700,5.00000,4.99994,0.00001
0.73750,5.00000,4.99994,0.00001
0.73800,5.00000,4.99994,0.00001
0.73850,5.00000,4.99994,0.00001
0.73900,5.00000,4.99994,0.00001
0.73950,5.00000,4.99994,0.00001
0.74000,5.00000,4.99994,0.00001
0.74050,5.00000,4.99994,0.00001
0.74100,5.00000,4.99994,0.00001
0.74150,5.00000,4.99994,0.00001
0.74200,5.00000,4.99994,0.00001
0.74250,5.00000,4.99994,0.00001
0.74300,5.00000,4.99994,0.00001
0.74350,5.00000,4.99994,0.00001
0.74400,5.00000,4.99994,0.00001
0.74450,5.00000,4.99994,0.00001
0.74500,5.00000,4.99994,0.00001
0.74550,5.00000,4.99994,0.00001
0.74600,5.00000,4.99994,0.00001
0.74650,5.00000,4.99994,0.00001
0.74700,5.00000,4.99994,0.00001
0.74750,5.00000,4.99994,0.00001
0.74800,5.00000,4.99994,0.00001
0.74850,5.00000,4.99994,0.00001
0.74900,5.00000,4.99994,0.00001
0.74950,5.00000,4.99994,0.00001
0.75000,5.00000,4.99994,0.00001
0.75050,5.00000,4.99994,0.00001
0.75100,5.00000,4.99994,0.00001
0.75150,5.00000,4.99994,0.00001
0.75200,5.00000,4.99994,0.00001
0.75250,5.00000,4.99994,0.00001
0.75300,5.00000,4.99994,0.00001
0.75350,5.00000,4.99994,0.00001
0.75400,5.00000,4.99994,0.00001
0.75450,5.00000,4.99994,0.00001
0.75500,5.00000,4.99994,0.00001
0.75550,5.00000,4.99994,0.00001
0.75600,5.00000,4.99994,0.00001
0.75650,5.00000,4.99994,0.00001
0.75700,5.00000,4.99994,0.00001
0.75750,5.00000,4.99994,0.00001
0.75800,5.00000,4.99994,0.00001
0.75850,5.00000,4.99994,0.00001
0.75900,5.00000,4.99994,0.00001
0.75950,5.00000,4.99994,0.00001
0.76000,5.00000,4.99994,0.00001
0.76050,5.00000,4.99994,0.00001
0.76100,5.00000,4.99994,0.00001
0.76150,5.00000,4.99994,0.00001
0.76200,5.00000,4.99994,0.00001
0.76250,5.00000,4.99994,0.00001
0.76300,5.00000,4.99994,0.00001
0.76350,5.00000,4.99994,0.00001
0.76400,5.00000,4.99994,0.00001
0.76450,5.00000,4.99994,0.00001
0.76500,5.00000,4.99994,0.00001
0.76550,5.00000,4.99994,0.00001
0.76600,5.00000,4.99994,0.00001
0.76650,5.00000,4.99994,0.00001
0.76700,5.00000,4.99994,0.00001
0.76750,5.00000,4.99994,0.00001
0.76800,5.00000,4.99994,0.00001
0.76850,5.00000,4.99994,0.00001
0.76900,5.00000,4.99994,0.00001
0.76950,5.00000,4.99994,0.00001
0.77000,5.00000,4.99994,0.00001
0.77050,5.00000,4.99994,0.00001
0.77100,5.00000,4.99994,0.00001
0.77150,5.00000,4.99994,0.00001
0.77200,5.00000,4.99994,0.00001
0.77250,5.00000,4.99994,0.00001
0.77300,5.00000,4.99994,0.00001
0.77350,5.00000,4.99994,0.00001
0.77400,5.00000,4.99994,0.00001
0.77450,5.00000,4.99994,0.00001
0.77500,5.00000,4.99994,0.00001
0.77550,5.00000,4.99994,0.00001
0.77600,5.00000,4.99994,0.00001
0.77650,5.00000,4.99994,0.00001
0.77700,5.00000,4.99994,0.00001
0.77750,5.00000,4.99994,0.00001
0.77800,5.00000,4.99994,0.00001
0.77850,5.00000,4.99994,0.00001
0.77900,5.00000,4.99994,0.00001
0.77950,5.00000,4.99994,0.00001
0.78000,5.00000,4.99994,0.00001
0.78050,5.00000,4.99994,0.00001
0.78100,5.00000,4.99994,0.00001
0.78150,5.00000,4.99994,0.00001
0.78200,5.00000,4.99994,0.00001
0.78250,5.00000,4.99994,0.00001
0.78300,5.00000,4.99994,0.00001
0.78350,5.00000,4.99994,0.00001
0.78400,5.00000,4.99994,0.00001
0.78450,5.00000,4.99994,0.00001
0.78500,5.00000,4.99994,0.00001
0.78550,5.00000,4.99994,0.00001
0.78600,5.00000,4.99994,0.00001
0.78650,5.00000,4.99994,0.00001
0.78700,5.00000,4.99994,0.00001
0.78750,5.00000,4.99994,0.00001
0.78800,5.00000,4.99994,0.00001
0.78850,5.00000,4.99994,0.00001
0.78900,5.00000,4.99994,0.00001
0.78950,5.00000,4.99994,0.00001
0.79000,5.00000,4.99994,0.00001
0.79050,5.00000,4.99994,0.00001
0.79100,5.00000,4.99994,0.00001
0.79150,5.00000,4.99994,0.00001
0.79200,5.00000,4.99994,0.00001
0.79250,5.00000,4.99994,0.00001
0.79300,5.00000,4.99994,0.00001
0.79350,5.00000,4.99994,0.00001
0.79400,5.00000,4.99994,0.00001
0.79450,5.00000,4.99994,0.00001
0.79500,5.00000,4.99994,0.00001
0.79550,5.00000,4.99994,0.00001
0.79600,5.00000,4.99994,0.00001
0.79650,5.00000,4.99994,0.00001
0.79700,5.00000,4.99994,0.00001
0.79750,5.00000,4.99994,0.00001
0.79800,5.00000,4.99994,0.00001
0.79850,5.00000,4.99994,0.00001
0.79900,5.00000,4.99994,0.00001
0.79950,5.00000,4.99994,0.00001
0.80000,5.00000,4.99994,0.00001
0.80050,5.00000,4.99994,0.00001
0.80100,5.00000,4.99994,0.00001
0.80150,5.00000,4.99994,0.00001
0.80200,5.00000,4.99994,0.00001
0.80250,5.00000,4.99994,0.00001
0.80300,5.00000,4.99994,0.00001
0.80350,5.00000,4.99994,0.00001
0.80400,5.00000,4.99994,0.00001
0.80450,5.00000,4.99994,0.00001
0.80500,5.00000,4.99994,0.00001
0.80550,5.00000,4.99994,0.00001
0.80600,5.00000,4.99994,0.00001
0.80650,5.00000,4.99994,0.00001
0.80700,5.00000,4.99994,0.00001
0.80750,5.00000,4.99994,0.00001
0.80800,5.00000,4.99994,0.00001
0.80850,5.00000,4.99994,0.00001
0.80900,5.00000,4.99994,0.00001
0.80950,5.00000,4.99994,0.00001
0.81000,5.00000,4.99994,0.00001
0.81050,5.00000,4.99994,0.00001
0.81100,5.00000,4.99994,0.00001
0.81150,5.00000,4.99994,0.00001
0.81200,5.00000,4.99994,0.00001
0.81250,5.00000,4.99994,0.00001
0.81300,5.00000,4.99994,0.00001
0.81350,5.00000,4.99994,0.00001
0.81400,5.00000,4.99994,0.00001
0.81450,5.00000,4.99994,0.00001
0.81500,5.00000,4.99994,0.00001
0.81550,5.00000,4.99994,0.00001
0.81600,5.00000,4.99994,0.00001
0.81650,5.00000,4.99994,0.00001
0.81700,5.00000,4.99994,0.00001
0.81750,5.00000,4.99994,0.00001
0.81800,5.00000,4.99994,0.00001
0.81850,5.00000,4.99994,0.00001
0.81900,5.00000,4.99994,0.00001
0.81950,5.00000,4.99994,0.00001
0.82000,5.00000,4.99994,0.00001
0.82050,5.00000,4.99994,0.00001
0.82100,5.00000,4.99994,0.00001
0.82150,5.00000,4.99994,0.00001
0.82200,5.00000,4.99994,0.00001
0.82250,5.00000,4.99994,0.00001
0.82300,5.00000,4.99994,0.00001
0.82350,5.00000,4.99994,0.00001
0.82400,5.00000,4.99994,0.00001
0.82450,5.00000,4.99994,0.00001
0.82500,5.00000,4.99994,0.00001
0.82550,5.00000,4.99994,0.00001
0.82600,5.00000,4.99994,0.00001
0.82650,5.00000,4.99994,0.00001
0.82700,5.00000,4.99994,0.00001
0.82750,5.00000,4.99994,0.00001
0.82800,5.00000,4.99994,0.00001
0.82850,5.00000,4.99994,0.00001
0.82900,5.00000,4.99994,0.00001
0.82950,5.00000,4.99994,0.00001
0.83000,5.00000,4.99994,0.00001
0.83050,5.00000,4.99994,0.00001
0.83100,5.00000,4.99994,0.00001
0.83150,5.00000,4.99994,0.00001
0.83200,5.00000,4.99994,0.00001
0.83250,5.00000,4.99994,0.00001
0.83300,5.00000,4.99994,0.00001
0.83350,5.00000,4.99994,0.00001
0.83400,5.00000,4.99994,0.00001
0.83450,5.00000,4.99994,0.00001
0.83500,5.00000,4.99994,0.00001
0.83550,5.00000,4.99994,0.00001
0.83600,5.00000,4.99994,0.00001
0.83650,5.00000,4.99994,0.00001
0.83700,5.00000,4.99994,0.00001
0.83750,5.00000,4.99994,0.00001
0.83800,5.00000,4.99994,0.00001
0.83850,5.00000,4.99994,0.00001
0.83900,5.00000,4.99994,0.00001
0.83950,5.00000,4.99994,0.00001
0.84000,5.00000,4.99994,0.00001
0.84050,5.00000,4.99994,0.00001
0.84100,5.00000,4.99994,0.00001
0.84150,5.00000,4.99994,0.00001
0.84200,5.00000,4.99994,0.00001
0.84250,5.00000,4.99994,0.00001
0.84300,5.00000,4.99994,0.00001
0.84350,5.00000,4.99994,0.00001
0.84400,5.00000,4.99994,0.00001
0.84450,5.00000,4.99994,0.00001
0.84500,5.00000,4.99994,0.00001
0.84550,5.00000,4.99994,0.00001
0.84600,5.00000,4.99994,0.00001
0.84650,5.00000,4.99994,0.00001
0.84700,5.00000,4.99994,0.00001
0.84750,5.00000,4.99994,0.00001
0.84800,5.00000,4.99994,0.00001
0.84850,5.00000,4.99994,0.00001
0.84900,5.00000,4.99994,0.00001
0.84950,5.00000,4.99994,0.00001
0.85000,5.00000,4.99994,0.00001
0.85050,5.00000,4.99994,0.00001
0.85100,5.00000,4.99994,0.00001
0.85150,5.00000,4.99994,0.00001
0.85200,5.00000,4.99994,0.00001
0.85250,5.00000,4.99994,0.00001
0.85300,5.00000,4.99994,0.00001
0.85350,5.00000,4.99994,0.00001
0.85400,5.00000,4.99994,0.00001
0.85450,5.00000,4.99994,0.00001
0.85500,5.00000,4.99994,0.00001
0.85550,5.00000,4.99994,0.00001
0.85600,5.00000,4.99994,0.00001
0.85650,5.00000,4.99994,0.00001
0.85700,5.00000,4.99994,0.00001
0.85750,5.00000,4.99994,0.00001
0.85800,5.00000,4.99994,0.00001
0.85850,5.00000,4.99994,0.00001
0.85900,5.00000,4.99994,0.00001
0.85950,5.00000,4.99994,0.00001
0.86000,5.00000,4.99994,0.00001
0.86050,5.00000,4.99994,0.00001
0.86100,5.00000,4.99994,0.00001
0.86150,5.00000,4.99994,0.00001
0.86200,5.00000,4.99994,0.00001
0.86250,5.00000,4.99994,0.00001
0.86300,5.00000,4.99994,0.00001
0.86350,5.00000,4.99994,0.00001
0.86400,5.00000,4.99994,0.00001
0.86450,5.00000,4.99994,0.00001
0.86500,5.00000,4.99994,0.00001
0.86550,5.00000,4.99994,0.00001
0.86600,5.00000,4.99994,0.00001
0.86650,5.00000,4.99994,0.00001
0.86700,5.00000,4.99994,0.00001
0.86750,5.00000,4.99994,0.00001
0.86800,5.00000,4.99994,0.00001
0.86850,5.00000,4.99994,0.00001
0.86900,5.00000,4.99994,0.00001
0.86950,5.00000,4.99994,0.00001
0.87000,5.00000,4.99994,0.00001
0.87050,5.00000,4.99994,0.00001
0.87100,5.00000,4.99994,0.00001
0.87150,5.00000,4.99994,0.00001
0.87200,5.00000,4.99994,0.00001
0.87250,5.00000,4.99994,0.00001
0.87300,5.00000,4.99994,0.00001
0.87350,5.00000,4.99994,0.00001
0.87400,5.00000,4.99994,0.00001
0.87450,5.00000,4.99994,0.00001
0.87500,5.00000,4.99994,0.00001
0.87550,5.00000,4.99994,0.00001
0.87600,5.00000,4.99994,0.00001
0.87650,5.00000,4.99994,0.00001
0.87700,5.00000,4.99994,0.00001
0.87750,5.00000,4.99994,0.00001
0.87800,5.00000,4.99994,0.00001
0.87850,5.00000,4.99994,0.00001
0.87900,5.00000,4.99994,0.00001
0.87950,5.00000,4.99994,0.00001
0.88000,5.00000,4.99994,0.00001
0.88050,5.00000,4.99994,0.00001
0.88100,5.00000,4.99994,0.00001
0.88150,5.00000,4.99994,0.00001
0.88200,5.00000,4.99994,0.00001
0.88250,5.00000,4.99994,0.00001
0.88300,5.00000,4.99994,0.00001
0.88350,5.00000,4.99994,0.00001
0.88400,5.00000,4.99994,0.00001
0.88450,5.00000,4.99994,0.00001
0.88500,5.00000,4.99994,0.00001
0.88550,5.00000,4.99994,0.00001
0.88600,5.00000,4.99994,0.00001
0.88650,5.00000,4.99994,0.00001
0.88700,5.00000,4.99994,0.00001
0.88750,5.00000,4.99994,0.00001
0.88800,5.00000,4.99994,0.00001
0.88850,5.00000,4.99994,0.00001
0.88900,5.00000,4.99994,0.00001
0.88950,5.00000,4.99994,0.00001
0.89000,5.00000,4.99994,0.00001
0.89050,5.00000,4.99994,0.00001
0.89100,5.00000,4.99994,0.00001
0.89150,5.00000,4.99994,0.00001
0.89200,5.00000,4.99994,0.00001
0.89250,5.00000,4.99994,0.00001
0.89300,5.00000,4.99994,0.00001
0.89350,5.00000,4.99994,0.00001
0.89400,5.00000,4.99994,0.00001
0.89450,5.00000,4.99994,0.00001
0.89500,5.00000,4.99994,0.00001
0.89550,5.00000,4.99994,0.00001
0.89600,5.00000,4.99994,0.00001
0.89650,5.00000,4.99994,0.00001
0.89700,5.00000,4.99994,0.00001
0.89750,5.00000,4.99994,0.00001
0.89800,5.00000,4.99994,0.00001
0.89850,5.00000,4.99994,0.00001
0.89900,5.00000,4.99994,0.00001
0.89950,5.00000,4.99994,0.00001
0.90000,5.00000,4.99994,0.00001
0.90050,5.00000,4.99994,0.00001
0.90100,5.00000,4.99994,0.00001
0.90150,5.00000,4.99994,0.00001
0.90200,5.00000,4.99994,0.00001
0.90250,5.00000,4.99994,0.00001
0.90300,5.00000,4.99994,0.00001
0.90350,5.00000,4.99994,0.00001
0.90400,5.00000,4.99994,0.00001
0.90450,5.00000,4.99994,0.00001
0.90500,5.00000,4.99994,0.00001
0.90550,5.00000,4.99994,0.00001
0.90600,5.00000,4.99994,0.00001
0.90650,5.00000,4.99994,0.00001
0.90700,5.00000,4.99994,0.00001
0.90750,5.00000,4.99994,0.00001
0.90800,5.00000,4.99994,0.00001
0.90850,5.00000,4.99994,0.00001
0.90900,5.00000,4.99994,0.00001
0.90950,5.00000,4.99994,0.00001
0.91000,5.00000,4.99994,0.00001
0.91050,5.00000,4.99994,0.00001
0.91100,5.00000,4.99994,0.00001
0.91150,5.00000,4.99994,0.00001
0.91200,5.00000,4.99994,0.00001
0.91250,5.00000,4.99994,0.00001
0.91300,5.00000,4.99994,0.00001
0.91350,5.00000,4.99994,0.00001
0.91400,5.00000,4.99994,0.00001
0.91450,5.00000,4.99994,0.00001
0.91500,5.00000,4.99994,0.00001
0.91550,5.00000,4.99994,0.00001
0.91600,5.00000,4.99994,0.00001
0.91650,5.00000,4.99994,0.00001
0.91700,5.00000,4.99994,0.00001
0.91750,5.00000,4.99994,0.00001
0.91800,5.00000,4.99994,0.00001
0.91850,5.00000,4.99994,0.00001
0.91900,5.00000,4.99994,0.00001
0.91950,5.00000,4.99994,0.00001
0.92000,5.00000,4.99994,0.00001
0.92050,5.00000,4.99994,0.00001
0.92100,5.00000,4.99994,0.00001
0.92150,5.00000,4.99994,0.00001
0.92200,5.00000,4.99994,0.00001
0.92250,5.00000,4.99994,0.00001
0.92300,5.00000,4.99994,0.00001
0.92350,5.00000,4.99994,0.00001
0.92400,5.00000,4.99994,0.00001
0.92450,5.00000,4.99994,0.00001
0.92500,5.00000,4.99994,0.00001
0.92550,5.00000,4.99994,0.00001
0.92600,5.00000,4.99994,0.00001
0.92650,5.00000,4.99994,0.00001
0.92700,5.00000,4.99994,0.00001
0.92750,5.00000,4.99994,0.00001
0.92800,5.00000,4.99994,0.00001
0.92850,5.00000,4.99994,0.00001
0.92900,5.00000,4.99994,0.00001
0.92950,5.00000,4.99994,0.00001
0.93000,5.00000,4.99994,0.00001
0.93050,5.00000,4.99994,0.00001
0.93100,5.00000,4.99994,0.00001
0.93150,5.00000,4.99994,0.00001
0.93200,5.00000,4.99994,0.00001
0.93250,5.00000,4.99994,0.00001
0.93300,5.00000,4.99994,0.00001
0.93350,5.00000,4.99994,0.00001
0.93400,5.00000,4.99994,0.00001
0.93450,5.00000,4.99994,0.00001
0.93500,5.00000,4.99994,0.00001
0.93550,5.00000,4.99994,0.00001
0.93600,5.00000,4.99994,0.00001
0.93650,5.00000,4.99994,0.00001
0.93700,5.00000,4.99994,0.00001
0.93750,5.00000,4.99994,0.00001
0.93800,5.00000,4.99994,0.00001
0.93850,5.00000,4.99994,0.00001
0.93900,5.00000,4.99994,0.00001
0.93950,5.00000,4.99994,0.00001
0.94000,5.00000,4.99994,0.00001
0.94050,5.00000,4.99994,0.00001
0.94100,5.00000,4.99994,0.00001
0.94150,5.00000,4.99994,0.00001
0.94200,5.00000,4.99994,0.00001
0.94250,5.00000,4.99994,0.00001
0.94300,5.00000,4.99994,0.00001
0.94350,5.00000,4.99994,0.00001
0.94400,5.00000,4.99994,0.00001
0.94450,5.00000,4.99994,0.00001
0.94500,5.00000,4.99994,0.00001
0.94550,5.00000,4.99994,0.00001
0.94600,5.00000,4.99994,0.00001
0.94650,5.00000,4.99994,0.00001
0.94700,5.00000,4.99994,0.00001
0.94750,5.00000,4.99994,0.00001
0.94800,5.00000,4.99994,0.00001
0.94850,5.00000,4.99994,0.00001
0.94900,5.00000,4.99994,0.00001
0.94950,5.00000,4.99994,0.00001
0.95000,5.00000,4.99994,0.00001
0.95050,5.00000,4.99994,0.00001
0.95100,5.00000,4.99994,0.00001
0.95150,5.00000,4.99994,0.00001
0.95200,5.00000,4.99994,0.00001
0.95250,5.00000,4.99994,0.00001
0.95300,5.00000,4.99994,0.00001
0.95350,5.00000,4.99994,0.00001
0.95400,5.00000,4.99994,0.00001
0.95450,5.00000,4.99994,0.00001
0.95500,5.00000,4.99994,0.00001
0.95550,5.00000,4.99994,0.00001
0.95600,5.00000,4.99994,0.00001
0.95650,5.00000,4.99994,0.00001
0.95700,5.00000,4.99994,0.00001
0.95750,5.00000,4.99994,0.00001
0.95800,5.00000,4.99994,0.00001
0.95850,5.00000,4.99994,0.00001
0.95900,5.00000,4.99994,0.00001
0.95950,5.00000,4.99994,0.00001
0.96000,5.00000,4.99994,0.00001
0.96050,5.00000,4.99994,0.00001
0.96100,5.00000,4.99994,0.00001
0.96150,5.00000,4.99994,0.00001
0.96200,5.00000,4.99994,0.00001
0.96250,5.00000,4.99994,0.00001
0.96300,5.00000,4.99994,0.00001
0.96350,5.00000,4.99994,0.00001
0.96400,5.00000,4.99994,0.00001
0.96450,5.00000,4.99994,0.00001
0.96500,5.00000,4.99994,0.00001
0.96550,5.00000,4.99994,0.00001
0.96600,5.00000,4.99994,0.00001
0.96650,5.00000,4.99994,0.00001
0.96700,5.00000,4.99994,0.00001
0.96750,5.00000,4.99994,0.00001
0.96800,5.00000,4.99994,0.00001
0.96850,5.00000,4.99994,0.00001
0.96900,5.00000,4.99994,0.00001
0.96950,5.00000,4.99994,0.00001
0.97000,5.00000,4.99994,0.00001
0.97050,5.00000,4.99994,0.00001
0.97100,5.00000,4.99994,0.00001
0.97150,5.00000,4.99994,0.00001
0.97200,5.00000,4.99994,0.00001
0.97250,5.00000,4.99994,0.00001
0.97300,5.00000,4.99994,0.00001
0.97350,5.00000,4.99994,0.00001
0.97400,5.00000,4.99994,0.00001
0.97450,5.00000,4.99994,0.00001
0.97500,5.00000,4.99994,0.00001
0.97550,5.00000,4.99994,0.00001
0.97600,5.00000,4.99994,0.00001
0.97650,5.00000,4.99994,0.00001
0.97700,5.00000,4.99994,0.00001
0.97750,5.00000,4.99994,0.00001
0.97800,5.00000,4.99994,0.00001
0.97850,5.00000,4.99994,0.00001
0.97900,5.00000,4.99994,0.00001
0.97950,5.00000,4.99994,0.00001
0.98000,5.00000,4.99994,0.00001
0.98050,5.00000,4.99994,0.00001
0.98100,5.00000,4.99994,0.00001
0.98150,5.00000,4.99994,0.00001
0.98200,5.00000,4.99994,0.00001
0.98250,5.00000,4.99994,0.00001
0.98300,5.00000,4.99994,0.00001
0.98350,5.00000,4.99994,0.00001
0.98400,5.00000,4.99994,0.00001
0.98450,5.00000,4.99994,0.00001
0.98500,5.00000,4.99994,0.00001
0.98550,5.00000,4.99994,0.00001
0.98600,5.00000,4.99994,0.00001
0.98650,5.00000,4.99994,0.00001
0.98700,5.00000,4.99994,0.00001
0.98750,5.00000,4.99994,0.00001
0.98800,5.00000,4.99994,0.00001
0.98850,5.00000,4.99994,0.00001
0.98900,5.00000,4.99994,0.00001
0.98950,5.00000,4.99994,0.00001
0.99000,5.00000,4.99994,0.00001
0.99050,5.00000,4.99994,0.00001
0.99100,5.00000,4.99994,0.00001
0.99150,5.00000,4.99994,0.00001
0.99200,5.00000,4.99994,0.00001
0.99250,5.00000,4.99994,0.00001
0.99300,5.00000,4.99994,0.00001
0.99350,5.00000,4.99994,0.00001
0.99400,5.00000,4.99994,0.00001
0.99450,5.00000,4.99994,0.00001
0.99500,5.00000,4.99994,0.00001
0.99550,5.00000,4.99994,0.00001
0.99600,5.00000,4.99994,0.00001
0.99650,5.00000,4.99994,0.00001
0.99700,5.00000,4.99994,0.00001
0.99750,5.00000,4.99994,0.00001
0.99800,5.00000,4.99994,0.00001
0.99850,5.00000,4.99994,0.00001
0.99900,5.00000,4.99994,0.00001
0.99950,5.00000,4.99994,0.00001
1.00000,5.00000,4.99994,0.00001
