time,v_1,v_2,i_1,res,pres,pcap,ptot
0.03674,52.00000,1.89049,1.61644,50.10950,80.99879,3.05586,84.05465
0.03675,52.00000,1.89100,1.61642,50.10900,80.99716,3.05665,84.05381
0.03676,52.00000,1.89150,1.61640,50.10849,80.99552,3.05743,84.05296
0.03677,52.00000,1.89201,1.61639,50.10799,80.99389,3.05822,84.05211
0.03678,52.00000,1.89251,1.61637,50.10749,80.99227,3.05901,84.05127
0.03679,52.00000,1.89302,1.61635,50.10698,80.99063,3.05979,84.05042
0.03680,52.00000,1.89352,1.61634,50.10648,80.98900,3.06058,84.04957
0.03681,52.00000,1.89403,1.61632,50.10597,80.98736,3.06136,84.04872
0.03682,52.00000,1.89453,1.61631,50.10546,80.98573,3.06215,84.04788
0.03683,52.00000,1.89504,1.61629,50.10496,80.98410,3.06293,84.04703
0.03684,52.00000,1.89554,1.61627,50.10445,80.98246,3.06372,84.04618
0.03685,52.00000,1.89605,1.61626,50.10395,80.98083,3.06450,84.04534
0.03686,52.00000,1.89655,1.61624,50.10345,80.97921,3.06529,84.04449
0.03687,52.00000,1.89706,1.61622,50.10294,80.97757,3.06607,84.04364
0.03688,52.00000,1.89756,1.61621,50.10244,80.97594,3.06686,84.04280
0.03689,52.00000,1.89807,1.61619,50.10193,80.97430,3.06764,84.04194
0.03690,52.00000,1.89857,1.61618,50.10143,80.97267,3.06843,84.04110
0.03691,52.00000,1.89908,1.61616,50.10092,80.97104,3.06921,84.04026
0.03692,52.00000,1.89958,1.61614,50.10041,80.96940,3.07000,84.03940
0.03693,52.00000,1.90009,1.61613,50.09991,80.96778,3.07078,84.03856
0.03694,52.00000,1.90059,1.61611,50.09941,80.96615,3.07157,84.03772
0.03695,52.00000,1.90110,1.61609,50.09890,80.96451,3.07235,84.03686
0.03696,52.00000,1.90160,1.61608,50.09840,80.96288,3.07314,84.03602
0.03697,52.00000,1.90211,1.61606,50.09789,80.96125,3.07392,84.03517
0.03698,52.00000,1.90261,1.61604,50.09739,80.95961,3.07471,84.03432
0.03699,52.00000,1.90312,1.61603,50.09688,80.95799,3.07549,84.03348
0.03700,52.00000,1.90362,1.61601,50.09637,80.95635,3.07628,84.03263
0.03701,52.00000,1.90413,1.61600,50.09587,80.95472,3.07706,84.03178
0.03702,52.00000,1.90463,1.61598,50.09537,80.95309,3.07785,84.03094
0.03703,52.00000,1.90514,1.61596,50.09486,80.95145,3.07863,84.03009
0.03704,52.00000,1.90564,1.61595,50.09436,80.94982,3.07942,84.02924
0.03705,52.00000,1.90615,1.61593,50.09385,80.94820,3.08020,84.02840
0.03706,52.00000,1.90665,1.61591,50.09335,80.94656,3.08099,84.02755
0.03707,52.00000,1.90716,1.61590,50.09284,80.94493,3.08177,84.02670
0.03708,52.00000,1.90766,1.61588,50.09234,80.94330,3.08256,84.02586
0.03709,52.00000,1.90817,1.61587,50.09183,80.94166,3.08334,84.02501
0.03710,52.00000,1.90867,1.61585,50.09133,80.94004,3.08413,84.02416
0.03711,52.00000,1.90918,1.61583,50.09082,80.93841,3.08491,84.02332
0.03712,52.00000,1.90968,1.61582,50.09032,80.93677,3.08570,84.02247
0.03713,52.00000,1.91019,1.61580,50.08981,80.93514,3.08648,84.02162
0.03714,52.00000,1.91069,1.61578,50.08931,80.93351,3.08727,84.02078
0.03715,52.00000,1.91120,1.61577,50.08880,80.93187,3.08805,84.01993
0.03716,52.00000,1.91170,1.61575,50.08830,80.93025,3.08883,84.01908
0.03717,52.00000,1.91221,1.61574,50.08780,80.92862,3.08962,84.01824
0.03718,52.00000,1.91271,1.61572,50.08729,80.92698,3.09040,84.01739
0.03719,52.00000,1.91322,1.61570,50.08678,80.92535,3.09119,84.01654
0.03720,52.00000,1.91372,1.61569,50.08628,80.92373,3.09197,84.01570
0.03721,52.00000,1.91423,1.61567,50.08577,80.92209,3.09276,84.01485
0.03722,52.00000,1.91473,1.61565,50.08527,80.92046,3.09354,84.01400
0.03723,52.00000,1.91524,1.61564,50.08477,80.91883,3.09433,84.01316
0.03724,52.00000,1.91574,1.61562,50.08426,80.91719,3.09511,84.01231
0.03725,52.00000,1.91624,1.61561,50.08376,80.91557,3.09589,84.01146
0.03726,52.00000,1.91675,1.61559,50.08325,80.91394,3.09668,84.01062
0.03727,52.00000,1.91725,1.61557,50.08274,80.91230,3.09746,84.00977
0.03728,52.00000,1.91776,1.61556,50.08224,80.91067,3.09825,84.00892
0.03729,52.00000,1.91826,1.61554,50.08174,80.90905,3.09903,84.00808
0.03730,52.00000,1.91877,1.61552,50.08123,80.90741,3.09982,84.00722
0.03731,52.00000,1.91927,1.61551,50.08073,80.90578,3.10060,84.00638
0.03732,52.00000,1.91978,1.61549,50.08022,80.90415,3.10139,84.00554
0.03733,52.00000,1.92028,1.61547,50.07972,80.90251,3.10217,84.00468
0.03734,52.00000,1.92079,1.61546,50.07921,80.90089,3.10295,84.00384
0.03735,52.00000,1.92129,1.61544,50.07870,80.89925,3.10374,84.00299
0.03736,52.00000,1.92180,1.61543,50.07820,80.89762,3.10452,84.00214
0.03737,52.00000,1.92230,1.61541,50.07770,80.89599,3.10531,84.00130
0.03738,52.00000,1.92281,1.61539,50.07719,80.89435,3.10609,84.00045
0.03739,52.00000,1.92331,1.61538,50.07669,80.89273,3.10687,83.99960
0.03740,52.00000,1.92382,1.61536,50.07618,80.89110,3.10766,83.99876
0.03741,52.00000,1.92432,1.61534,50.07568,80.88947,3.10844,83.99791
0.03742,52.00000,1.92483,1.61533,50.07517,80.88784,3.10923,83.99706
0.03743,52.00000,1.92533,1.61531,50.07467,80.88621,3.11001,83.99622
0.03744,52.00000,1.92584,1.61530,50.07417,80.88458,3.11079,83.99537
0.03745,52.00000,1.92634,1.61528,50.07366,80.88294,3.11158,83.99452
0.03746,52.00000,1.92685,1.61526,50.07315,80.88132,3.11236,83.99368
0.03747,52.00000,1.92735,1.61525,50.07265,80.87969,3.11315,83.99283
0.03748,52.00000,1.92785,1.61523,50.07214,80.87805,3.11393,83.99198
0.03749,52.00000,1.92836,1.61521,50.07164,80.87642,3.11471,83.99114
0.03750,52.00000,1.92886,1.61520,50.07114,80.87480,3.11550,83.99029
0.03751,52.00000,1.92937,1.61518,50.07063,80.87317,3.11628,83.98945
0.03752,52.00000,1.92987,1.61517,50.07013,80.87153,3.11706,83.98860
0.03753,52.00000,1.93038,1.61515,50.06962,80.86990,3.11785,83.98775
0.03754,52.00000,1.93088,1.61513,50.06912,80.86828,3.11863,83.98691
0.03755,52.00000,1.93139,1.61512,50.06861,80.86664,3.11942,83.98606
0.03756,52.00000,1.93189,1.61510,50.06811,80.86501,3.12020,83.98521
0.03757,52.00000,1.93240,1.61508,50.06760,80.86339,3.12098,83.98437
0.03758,52.00000,1.93290,1.61507,50.06710,80.86176,3.12177,83.98352
0.03759,52.00000,1.93341,1.61505,50.06659,80.86012,3.12255,83.98267
0.03760,52.00000,1.93391,1.61504,50.06609,80.85849,3.12333,83.98183
0.03761,52.00000,1.93442,1.61502,50.06559,80.85687,3.12412,83.98098
0.03762,52.00000,1.93492,1.61500,50.06508,80.85523,3.12490,83.98013
0.03763,52.00000,1.93542,1.61499,50.06458,80.85360,3.12568,83.97929
0.03764,52.00000,1.93593,1.61497,50.06407,80.85198,3.12647,83.97844
0.03765,52.00000,1.93643,1.61495,50.06357,80.85035,3.12725,83.97760
0.03766,52.00000,1.93694,1.61494,50.06306,80.84871,3.12803,83.97675
0.03767,52.00000,1.93744,1.61492,50.06256,80.84709,3.12882,83.97590
0.03768,52.00000,1.93795,1.61490,50.06205,80.84546,3.12960,83.97506
0.03769,52.00000,1.93845,1.61489,50.06155,80.84382,3.13038,83.97421
0.03770,52.00000,1.93896,1.61487,50.06104,80.84219,3.13117,83.97336
0.03771,52.00000,1.93946,1.61486,50.06054,80.84057,3.13195,83.97252
0.03772,52.00000,1.93997,1.61484,50.06004,80.83894,3.13273,83.97167
0.03773,52.00000,1.94047,1.61482,50.05953,80.83730,3.13352,83.97082
0.03774,52.00000,1.94097,1.61481,50.05902,80.83568,3.13430,83.96998
0.03775,52.00000,1.94148,1.61479,50.05852,80.83405,3.13508,83.96913
0.03776,52.00000,1.94198,1.61477,50.05802,80.83242,3.13587,83.96829
0.03777,52.00000,1.94249,1.61476,50.05751,80.83079,3.13665,83.96744
0.03778,52.00000,1.94299,1.61474,50.05701,80.82916,3.13743,83.96659
0.03779,52.00000,1.94350,1.61473,50.05650,80.82753,3.13822,83.96575
0.03780,52.00000,1.94400,1.61471,50.05600,80.82591,3.13900,83.96490
0.03781,52.00000,1.94451,1.61469,50.05549,80.82427,3.13978,83.96405
0.03782,52.00000,1.94501,1.61468,50.05499,80.82264,3.14056,83.96321
0.03783,52.00000,1.94552,1.61466,50.05449,80.82102,3.14135,83.96236
0.03784,52.00000,1.94602,1.61464,50.05398,80.81938,3.14213,83.96151
0.03785,52.00000,1.94652,1.61463,50.05347,80.81775,3.14291,83.96067
0.03786,52.00000,1.94703,1.61461,50.05297,80.81613,3.14370,83.95982
0.03787,52.00000,1.94753,1.61460,50.05247,80.81450,3.14448,83.95898
0.03788,52.00000,1.94804,1.61458,50.05196,80.81287,3.14526,83.95813
0.03789,52.00000,1.94854,1.61456,50.05146,80.81124,3.14604,83.95728
0.03790,52.00000,1.94905,1.61455,50.05095,80.80961,3.14683,83.95644
0.03791,52.00000,1.94955,1.61453,50.05045,80.80798,3.14761,83.95559
0.03792,52.00000,1.95006,1.61451,50.04995,80.80636,3.14839,83.95475
0.03793,52.00000,1.95056,1.61450,50.04944,80.80472,3.14918,83.95390
0.03794,52.00000,1.95106,1.61448,50.04893,80.80309,3.14996,83.95305
0.03795,52.00000,1.95157,1.61447,50.04843,80.80147,3.15074,83.95221
0.03796,52.00000,1.95207,1.61445,50.04793,80.79984,3.15152,83.95136
0.03797,52.00000,1.95258,1.61443,50.04742,80.79820,3.15231,83.95051
0.03798,52.00000,1.95308,1.61442,50.04692,80.79658,3.15309,83.94967
0.03799,52.00000,1.95359,1.61440,50.04641,80.79495,3.15387,83.94882
0.03800,52.00000,1.95409,1.61438,50.04591,80.79333,3.15465,83.94798
0.03801,52.00000,1.95460,1.61437,50.04540,80.79169,3.15544,83.94713
0.03802,52.00000,1.95510,1.61435,50.04490,80.79006,3.15622,83.94628
0.03803,52.00000,1.95560,1.61434,50.04440,80.78844,3.15700,83.94544
0.03804,52.00000,1.95611,1.61432,50.04389,80.78681,3.15778,83.94459
0.03805,52.00000,1.95661,1.61430,50.04339,80.78518,3.15857,83.94375
0.03806,52.00000,1.95712,1.61429,50.04288,80.78355,3.15935,83.94290
0.03807,52.00000,1.95762,1.61427,50.04238,80.78192,3.16013,83.94205
0.03808,52.00000,1.95813,1.61425,50.04187,80.78030,3.16091,83.94121
0.03809,52.00000,1.95863,1.61424,50.04137,80.77867,3.16170,83.94036
0.03810,52.00000,1.95914,1.61422,50.04086,80.77703,3.16248,83.93951
0.03811,52.00000,1.95964,1.61421,50.04036,80.77541,3.16326,83.93867
0.03812,52.00000,1.96014,1.61419,50.03986,80.77378,3.16404,83.93782
0.03813,52.00000,1.96065,1.61417,50.03935,80.77215,3.16482,83.93698
0.03814,52.00000,1.96115,1.61416,50.03885,80.77053,3.16561,83.93613
0.03815,52.00000,1.96166,1.61414,50.03835,80.76890,3.16639,83.93529
0.03816,52.00000,1.96216,1.61412,50.03784,80.76727,3.16717,83.93444
0.03817,52.00000,1.96267,1.61411,50.03733,80.76564,3.16795,83.93359
0.03818,52.00000,1.96317,1.61409,50.03683,80.76401,3.16873,83.93275
0.03819,52.00000,1.96367,1.61408,50.03633,80.76239,3.16952,83.93190
0.03820,52.00000,1.96418,1.61406,50.03582,80.76076,3.17030,83.93106
0.03821,52.00000,1.96468,1.61404,50.03532,80.75913,3.17108,83.93021
0.03822,52.00000,1.96519,1.61403,50.03481,80.75750,3.17186,83.92936
0.03823,52.00000,1.96569,1.61401,50.03431,80.75587,3.17264,83.92852
0.03824,52.00000,1.96619,1.61399,50.03381,80.75425,3.17343,83.92767
0.03825,52.00000,1.96670,1.61398,50.03330,80.75262,3.17421,83.92683
0.03826,52.00000,1.96720,1.61396,50.03279,80.75099,3.17499,83.92598
0.03827,52.00000,1.96771,1.61394,50.03229,80.74936,3.17577,83.92513
0.03828,52.00000,1.96821,1.61393,50.03179,80.74774,3.17655,83.92429
0.03829,52.00000,1.96872,1.61391,50.03128,80.74611,3.17734,83.92344
0.03830,52.00000,1.96922,1.61390,50.03078,80.74448,3.17812,83.92260
0.03831,52.00000,1.96972,1.61388,50.03027,80.74285,3.17890,83.92175
0.03832,52.00000,1.97023,1.61386,50.02977,80.74122,3.17968,83.92090
0.03833,52.00000,1.97073,1.61385,50.02927,80.73960,3.18046,83.92006
0.03834,52.00000,1.97124,1.61383,50.02876,80.73797,3.18124,83.91922
0.03835,52.00000,1.97174,1.61381,50.02826,80.73635,3.18203,83.91837
0.03836,52.00000,1.97225,1.61380,50.02776,80.73472,3.18281,83.91753
0.03837,52.00000,1.97275,1.61378,50.02725,80.73308,3.18359,83.91667
0.03838,52.00000,1.97325,1.61377,50.02674,80.73146,3.18437,83.91583
0.03839,52.00000,1.97376,1.61375,50.02624,80.72983,3.18515,83.91499
0.03840,52.00000,1.97426,1.61373,50.02574,80.72821,3.18593,83.91414
0.03841,52.00000,1.97477,1.61372,50.02523,80.72658,3.18672,83.91330
0.03842,52.00000,1.97527,1.61370,50.02473,80.72495,3.18750,83.91245
0.03843,52.00000,1.97578,1.61368,50.02422,80.72332,3.18828,83.91160
0.03844,52.00000,1.97628,1.61367,50.02372,80.72169,3.18906,83.91076
0.03845,52.00000,1.97678,1.61365,50.02322,80.72007,3.18984,83.90991
0.03846,52.00000,1.97729,1.61364,50.02271,80.71844,3.19062,83.90907
0.03847,52.00000,1.97779,1.61362,50.02221,80.71682,3.19141,83.90822
0.03848,52.00000,1.97830,1.61360,50.02170,80.71518,3.19219,83.90737
0.03849,52.00000,1.97880,1.61359,50.02120,80.71356,3.19297,83.90653
0.03850,52.00000,1.97931,1.61357,50.02069,80.71193,3.19375,83.90568
0.03851,52.00000,1.97981,1.61355,50.02019,80.71031,3.19453,83.90484
0.03852,52.00000,1.98031,1.61354,50.01969,80.70868,3.19531,83.90399
0.03853,52.00000,1.98082,1.61352,50.01918,80.70705,3.19609,83.90314
0.03854,52.00000,1.98132,1.61351,50.01868,80.70542,3.19688,83.90230
0.03855,52.00000,1.98183,1.61349,50.01817,80.70380,3.19766,83.90145
0.03856,52.00000,1.98233,1.61347,50.01767,80.70217,3.19844,83.90061
0.03857,52.00000,1.98283,1.61346,50.01717,80.70055,3.19922,83.89976
0.03858,52.00000,1.98334,1.61344,50.01666,80.69892,3.20000,83.89892
0.03859,52.00000,1.98384,1.61342,50.01616,80.69728,3.20078,83.89807
0.03860,52.00000,1.98435,1.61341,50.01565,80.69566,3.20156,83.89722
0.03861,52.00000,1.98485,1.61339,50.01515,80.69403,3.20234,83.89638
0.03862,52.00000,1.98536,1.61338,50.01464,80.69241,3.20312,83.89553
0.03863,52.00000,1.98586,1.61336,50.01414,80.69078,3.20390,83.89469
0.03864,52.00000,1.98636,1.61334,50.01364,80.68916,3.20469,83.89384
0.03865,52.00000,1.98687,1.61333,50.01313,80.68753,3.20547,83.89300
0.03866,52.00000,1.98737,1.61331,50.01263,80.68590,3.20625,83.89215
0.03867,52.00000,1.98788,1.61329,50.01212,80.68427,3.20703,83.89130
0.03868,52.00000,1.98838,1.61328,50.01162,80.68265,3.20781,83.89046
0.03869,52.00000,1.98888,1.61326,50.01112,80.68102,3.20859,83.88961
0.03870,52.00000,1.98939,1.61325,50.01061,80.67940,3.20937,83.88877
0.03871,52.00000,1.98989,1.61323,50.01011,80.67777,3.21015,83.88792
0.03872,52.00000,1.99040,1.61321,50.00961,80.67615,3.21093,83.88708
0.03873,52.00000,1.99090,1.61320,50.00910,80.67451,3.21171,83.88623
0.03874,52.00000,1.99140,1.61318,50.00859,80.67289,3.21249,83.88538
0.03875,52.00000,1.99191,1.61316,50.00809,80.67126,3.21328,83.88454
0.03876,52.00000,1.99241,1.61315,50.00759,80.66964,3.21406,83.88370
0.03877,52.00000,1.99292,1.61313,50.00708,80.66801,3.21484,83.88285
0.03878,52.00000,1.99342,1.61312,50.00658,80.66639,3.21562,83.88201
0.03879,52.00000,1.99392,1.61310,50.00608,80.66477,3.21640,83.88116
0.03880,52.00000,1.99443,1.61308,50.00557,80.66314,3.21718,83.88032
0.03881,52.00000,1.99493,1.61307,50.00507,80.66150,3.21796,83.87947
0.03882,52.00000,1.99544,1.61305,50.00456,80.65988,3.21874,83.87862
0.03883,52.00000,1.99594,1.61303,50.00406,80.65825,3.21952,83.87778
0.03884,52.00000,1.99644,1.61302,50.00356,80.65663,3.22030,83.87693
0.03885,52.00000,1.99695,1.61300,50.00305,80.65501,3.22108,83.87609
0.03886,52.00000,1.99745,1.61299,50.00255,80.65338,3.22186,83.87524
0.03887,52.00000,1.99796,1.61297,50.00204,80.65176,3.22264,83.87440
0.03888,52.00000,1.99846,1.61295,50.00154,80.65013,3.22342,83.87355
0.03889,52.00000,1.99896,1.61294,50.00104,80.64851,3.22420,83.87271
0.03890,52.00000,1.99947,1.61292,50.00053,80.64688,3.22498,83.87186
0.03891,52.00000,1.99997,1.61290,50.00003,80.64525,3.22576,83.87101
0.03892,52.00000,2.00048,1.61289,49.99952,80.64362,3.22654,83.87017
0.03893,52.00000,2.00098,1.61287,49.99902,80.64200,3.22732,83.86932
0.03894,52.00000,2.00148,1.61286,49.99852,80.64037,3.22810,83.86848
0.03895,52.00000,2.00199,1.61284,49.99801,80.63875,3.22888,83.86763
0.03896,52.00000,2.00249,1.61282,49.99751,80.63713,3.22966,83.86679
0.03897,52.00000,2.00300,1.61281,49.99701,80.63550,3.23045,83.86594
0.03898,52.00000,2.00350,1.61279,49.99650,80.63387,3.23123,83.86509
0.03899,52.00000,2.00400,1.61277,49.99599,80.63224,3.23201,83.86425
0.03900,52.00000,2.00451,1.61276,49.99549,80.63062,3.23279,83.86340
0.03901,52.00000,2.00501,1.61274,49.99499,80.62899,3.23357,83.86256
0.03902,52.00000,2.00552,1.61273,49.99448,80.62737,3.23435,83.86172
0.03903,52.00000,2.00602,1.61271,49.99398,80.62574,3.23513,83.86087
0.03904,52.00000,2.00652,1.61269,49.99348,80.62412,3.23591,83.86003
0.03905,52.00000,2.00703,1.61268,49.99297,80.62250,3.23669,83.85918
0.03906,52.00000,2.00753,1.61266,49.99247,80.62087,3.23747,83.85834
0.03907,52.00000,2.00804,1.61264,49.99196,80.61924,3.23825,83.85749
0.03908,52.00000,2.00854,1.61263,49.99146,80.61761,3.23903,83.85664
0.03909,52.00000,2.00904,1.61261,49.99096,80.61599,3.23981,83.85580
0.03910,52.00000,2.00955,1.61260,49.99045,80.61436,3.24059,83.85495
0.03911,52.00000,2.01005,1.61258,49.98995,80.61274,3.24137,83.85411
0.03912,52.00000,2.01056,1.61256,49.98944,80.61112,3.24215,83.85326
0.03913,52.00000,2.01106,1.61255,49.98894,80.60949,3.24293,83.85242
0.03914,52.00000,2.01156,1.61253,49.98843,80.60786,3.24371,83.85157
0.03915,52.00000,2.01207,1.61251,49.98793,80.60623,3.24449,83.85072
0.03916,52.00000,2.01257,1.61250,49.98743,80.60461,3.24527,83.84988
0.03917,52.00000,2.01308,1.61248,49.98692,80.60298,3.24605,83.84903
0.03918,52.00000,2.01358,1.61247,49.98642,80.60136,3.24683,83.84819
0.03919,52.00000,2.01408,1.61245,49.98592,80.59974,3.24761,83.84734
0.03920,52.00000,2.01459,1.61243,49.98541,80.59811,3.24839,83.84650
0.03921,52.00000,2.01509,1.61242,49.98491,80.59649,3.24917,83.84565
0.03922,52.00000,2.01560,1.61240,49.98441,80.59486,3.24995,83.84481
0.03923,52.00000,2.01610,1.61238,49.98390,80.59324,3.25073,83.84396
0.03924,52.00000,2.01660,1.61237,49.98340,80.59162,3.25151,83.84312
0.03925,52.00000,2.01711,1.61235,49.98289,80.58999,3.25229,83.84228
0.03926,52.00000,2.01761,1.61234,49.98239,80.58836,3.25306,83.84142
0.03927,52.00000,2.01811,1.61232,49.98188,80.58673,3.25384,83.84058
0.03928,52.00000,2.01862,1.61230,49.98138,80.58511,3.25462,83.83973
0.03929,52.00000,2.01912,1.61229,49.98088,80.58349,3.25540,83.83889
0.03930,52.00000,2.01963,1.61227,49.98037,80.58186,3.25618,83.83805
0.03931,52.00000,2.02013,1.61225,49.97987,80.58024,3.25696,83.83720
0.03932,52.00000,2.02063,1.61224,49.97937,80.57861,3.25774,83.83636
0.03933,52.00000,2.02114,1.61222,49.97886,80.57699,3.25852,83.83551
0.03934,52.00000,2.02164,1.61221,49.97836,80.57537,3.25930,83.83467
0.03935,52.00000,2.02215,1.61219,49.97786,80.57374,3.26008,83.83382
0.03936,52.00000,2.02265,1.61217,49.97735,80.57212,3.26086,83.83298
0.03937,52.00000,2.02315,1.61216,49.97685,80.57050,3.26164,83.83213
0.03938,52.00000,2.02366,1.61214,49.97634,80.56886,3.26242,83.83128
0.03939,52.00000,2.02416,1.61212,49.97584,80.56724,3.26320,83.83044
0.03940,52.00000,2.02466,1.61211,49.97533,80.56561,3.26398,83.82959
0.03941,52.00000,2.02517,1.61209,49.97483,80.56399,3.26476,83.82875
0.03942,52.00000,2.02567,1.61208,49.97433,80.56237,3.26554,83.82790
0.03943,52.00000,2.02618,1.61206,49.97382,80.56074,3.26631,83.82706
0.03944,52.00000,2.02668,1.61204,49.97332,80.55912,3.26709,83.82621
0.03945,52.00000,2.02718,1.61203,49.97282,80.55750,3.26787,83.82537
0.03946,52.00000,2.02769,1.61201,49.97231,80.55587,3.26865,83.82452
0.03947,52.00000,2.02819,1.61199,49.97181,80.55425,3.26943,83.82368
0.03948,52.00000,2.02869,1.61198,49.97131,80.55263,3.27021,83.82284
0.03949,52.00000,2.02920,1.61196,49.97080,80.55100,3.27099,83.82199
0.03950,52.00000,2.02970,1.61195,49.97030,80.54938,3.27177,83.82115
0.03951,52.00000,2.03021,1.61193,49.96980,80.54776,3.27255,83.82030
0.03952,52.00000,2.03071,1.61191,49.96929,80.54613,3.27333,83.81946
0.03953,52.00000,2.03121,1.61190,49.96879,80.54451,3.27411,83.81861
0.03954,52.00000,2.03172,1.61188,49.96828,80.54289,3.27488,83.81777
0.03955,52.00000,2.03222,1.61186,49.96778,80.54125,3.27566,83.81692
0.03956,52.00000,2.03272,1.61185,49.96727,80.53963,3.27644,83.81607
0.03957,52.00000,2.03323,1.61183,49.96677,80.53800,3.27722,83.81523
0.03958,52.00000,2.03373,1.61182,49.96627,80.53638,3.27800,83.81438
0.03959,52.00000,2.03424,1.61180,49.96576,80.53476,3.27878,83.81354
0.03960,52.00000,2.03474,1.61178,49.96526,80.53313,3.27956,83.81269
0.03961,52.00000,2.03524,1.61177,49.96476,80.53151,3.28034,83.81185
0.03962,52.00000,2.03575,1.61175,49.96425,80.52989,3.28112,83.81100
0.03963,52.00000,2.03625,1.61173,49.96375,80.52826,3.28189,83.81016
0.03964,52.00000,2.03675,1.61172,49.96325,80.52664,3.28267,83.80931
0.03965,52.00000,2.03726,1.61170,49.96274,80.52502,3.28345,83.80847
0.03966,52.00000,2.03776,1.61169,49.96224,80.52340,3.28423,83.80763
0.03967,52.00000,2.03827,1.61167,49.96173,80.52177,3.28501,83.80678
0.03968,52.00000,2.03877,1.61165,49.96123,80.52015,3.28579,83.80594
0.03969,52.00000,2.03927,1.61164,49.96073,80.51853,3.28657,83.80509
0.03970,52.00000,2.03978,1.61162,49.96022,80.51690,3.28735,83.80425
0.03971,52.00000,2.04028,1.61160,49.95972,80.51528,3.28812,83.80340
0.03972,52.00000,2.04078,1.61159,49.95922,80.51366,3.28890,83.80256
0.03973,52.00000,2.04129,1.61157,49.95871,80.51203,3.28968,83.80171
0.03974,52.00000,2.04179,1.61156,49.95821,80.51041,3.29046,83.80087
0.03975,52.00000,2.04229,1.61154,49.95771,80.50879,3.29124,83.80002
0.03976,52.00000,2.04280,1.61152,49.95720,80.50717,3.29202,83.79918
0.03977,52.00000,2.04330,1.61151,49.95670,80.50554,3.29279,83.79833
0.03978,52.00000,2.04381,1.61149,49.95619,80.50391,3.29357,83.79748
0.03979,52.00000,2.04431,1.61147,49.95569,80.50228,3.29435,83.79664
0.03980,52.00000,2.04481,1.61146,49.95518,80.50066,3.29513,83.79579
0.03981,52.00000,2.04532,1.61144,49.95468,80.49904,3.29591,83.79495
0.03982,52.00000,2.04582,1.61143,49.95418,80.49742,3.29669,83.79410
0.03983,52.00000,2.04632,1.61141,49.95367,80.49579,3.29747,83.79326
0.03984,52.00000,2.04683,1.61139,49.95317,80.49417,3.29824,83.79242
0.03985,52.00000,2.04733,1.61138,49.95267,80.49255,3.29902,83.79157
0.03986,52.00000,2.04783,1.61136,49.95216,80.49092,3.29980,83.79073
0.03987,52.00000,2.04834,1.61134,49.95166,80.48930,3.30058,83.78988
0.03988,52.00000,2.04884,1.61133,49.95116,80.48768,3.30136,83.78904
0.03989,52.00000,2.04935,1.61131,49.95065,80.48606,3.30213,83.78819
0.03990,52.00000,2.04985,1.61130,49.95015,80.48443,3.30291,83.78735
0.03991,52.00000,2.05035,1.61128,49.94965,80.48281,3.30369,83.78650
0.03992,52.00000,2.05086,1.61126,49.94914,80.48119,3.30447,83.78566
0.03993,52.00000,2.05136,1.61125,49.94864,80.47957,3.30525,83.78481
0.03994,52.00000,2.05186,1.61123,49.94814,80.47794,3.30602,83.78397
0.03995,52.00000,2.05237,1.61121,49.94763,80.47632,3.30680,83.78312
0.03996,52.00000,2.05287,1.61120,49.94713,80.47470,3.30758,83.78228
0.03997,52.00000,2.05337,1.61118,49.94662,80.47307,3.30836,83.78144
0.03998,52.00000,2.05388,1.61117,49.94612,80.47145,3.30914,83.78059
0.03999,52.00000,2.05438,1.61115,49.94562,80.46983,3.30991,83.77975
0.04000,52.00000,2.05488,1.61113,49.94511,80.46821,3.31069,83.77890
0.04001,52.00000,2.05539,1.61112,49.94461,80.46658,3.31147,83.77806
0.04002,52.00000,2.05589,1.61110,49.94411,80.46496,3.31225,83.77721
0.04003,52.00000,2.05640,1.61108,49.94360,80.46334,3.31303,83.77637
0.04004,52.00000,2.05690,1.61107,49.94310,80.46172,3.31380,83.77552
0.04005,52.00000,2.05740,1.61105,49.94260,80.46009,3.31458,83.77468
0.04006,52.00000,2.05791,1.61104,49.94209,80.45847,3.31536,83.77383
0.04007,52.00000,2.05841,1.61102,49.94159,80.45685,3.31614,83.77299
0.04008,52.00000,2.05891,1.61100,49.94109,80.45523,3.31691,83.77214
0.04009,52.00000,2.05942,1.61099,49.94058,80.45361,3.31769,83.77130
0.04010,52.00000,2.05992,1.61097,49.94008,80.45198,3.31847,83.77045
0.04011,52.00000,2.06042,1.61095,49.93958,80.45036,3.31925,83.76961
0.04012,52.00000,2.06093,1.61094,49.93907,80.44874,3.32002,83.76877
0.04013,52.00000,2.06143,1.61092,49.93857,80.44713,3.32080,83.76793
0.04014,52.00000,2.06193,1.61091,49.93807,80.44551,3.32158,83.76708
0.04015,52.00000,2.06244,1.61089,49.93756,80.44388,3.32236,83.76624
0.04016,52.00000,2.06294,1.61087,49.93706,80.44226,3.32313,83.76539
0.04017,52.00000,2.06344,1.61086,49.93656,80.44064,3.32391,83.76455
0.04018,52.00000,2.06395,1.61084,49.93605,80.43902,3.32469,83.76370
0.04019,52.00000,2.06445,1.61082,49.93555,80.43739,3.32547,83.76286
0.04020,52.00000,2.06495,1.61081,49.93505,80.43577,3.32624,83.76201
0.04021,52.00000,2.06546,1.61079,49.93454,80.43415,3.32702,83.76117
0.04022,52.00000,2.06596,1.61078,49.93404,80.43253,3.32780,83.76033
