time,v_1,v_2,i_1,res,pres,pcap,ptot
0.06565,52.00000,3.32979,1.57001,48.67020,76.41254,5.22780,81.64034
0.06566,52.00000,3.33028,1.56999,48.66972,76.41101,5.22852,81.63952
0.06567,52.00000,3.33078,1.56997,48.66922,76.40946,5.22923,81.63870
0.06568,52.00000,3.33127,1.56996,48.66874,76.40793,5.22995,81.63788
0.06569,52.00000,3.33176,1.56994,48.66824,76.40638,5.23067,81.63705
0.06570,52.00000,3.33225,1.56993,48.66776,76.40485,5.23139,81.63623
0.06571,52.00000,3.33274,1.56991,48.66726,76.40331,5.23210,81.63541
0.06572,52.00000,3.33323,1.56990,48.66677,76.40176,5.23282,81.63458
0.06573,52.00000,3.33372,1.56988,48.66628,76.40023,5.23354,81.63376
0.06574,52.00000,3.33421,1.56986,48.66579,76.39868,5.23425,81.63294
0.06575,52.00000,3.33470,1.56985,48.66530,76.39715,5.23497,81.63212
0.06576,52.00000,3.33519,1.56983,48.66481,76.39560,5.23569,81.63129
0.06577,52.00000,3.33568,1.56982,48.66432,76.39406,5.23641,81.63047
0.06578,52.00000,3.33617,1.56980,48.66383,76.39253,5.23712,81.62965
0.06579,52.00000,3.33666,1.56979,48.66334,76.39098,5.23784,81.62882
0.06580,52.00000,3.33715,1.56977,48.66285,76.38945,5.23856,81.62801
0.06581,52.00000,3.33764,1.56975,48.66236,76.38790,5.23928,81.62718
0.06582,52.00000,3.33813,1.56974,48.66187,76.38636,5.23999,81.62635
0.06583,52.00000,3.33862,1.56972,48.66138,76.38483,5.24071,81.62554
0.06584,52.00000,3.33911,1.56971,48.66088,76.38328,5.24143,81.62471
0.06585,52.00000,3.33960,1.56969,48.66040,76.38175,5.24214,81.62389
0.06586,52.00000,3.34010,1.56967,48.65990,76.38020,5.24286,81.62307
0.06587,52.00000,3.34059,1.56966,48.65942,76.37867,5.24358,81.62225
0.06588,52.00000,3.34108,1.56964,48.65892,76.37713,5.24430,81.62142
0.06589,52.00000,3.34157,1.56963,48.65843,76.37558,5.24501,81.62060
0.06590,52.00000,3.34206,1.56961,48.65794,76.37405,5.24573,81.61978
0.06591,52.00000,3.34255,1.56960,48.65745,76.37250,5.24645,81.61895
0.06592,52.00000,3.34304,1.56958,48.65696,76.37096,5.24716,81.61813
0.06593,52.00000,3.34353,1.56956,48.65647,76.36943,5.24788,81.61731
0.06594,52.00000,3.34402,1.56955,48.65598,76.36788,5.24860,81.61648
0.06595,52.00000,3.34451,1.56953,48.65549,76.36635,5.24932,81.61566
0.06596,52.00000,3.34500,1.56952,48.65500,76.36480,5.25003,81.61484
0.06597,52.00000,3.34549,1.56950,48.65451,76.36327,5.25075,81.61402
0.06598,52.00000,3.34598,1.56948,48.65402,76.36173,5.25147,81.61319
0.06599,52.00000,3.34647,1.56947,48.65353,76.36018,5.25218,81.61237
0.06600,52.00000,3.34696,1.56945,48.65304,76.35865,5.25290,81.61155
0.06601,52.00000,3.34745,1.56944,48.65255,76.35710,5.25362,81.61072
0.06602,52.00000,3.34794,1.56942,48.65206,76.35557,5.25433,81.60990
0.06603,52.00000,3.34843,1.56941,48.65157,76.35403,5.25505,81.60908
0.06604,52.00000,3.34893,1.56939,48.65107,76.35248,5.25577,81.60825
0.06605,52.00000,3.34942,1.56937,48.65059,76.35095,5.25648,81.60743
0.06606,52.00000,3.34991,1.56936,48.65009,76.34941,5.25720,81.60661
0.06607,52.00000,3.35040,1.56934,48.64960,76.34787,5.25792,81.60579
0.06608,52.00000,3.35089,1.56933,48.64911,76.34633,5.25863,81.60496
0.06609,52.00000,3.35138,1.56931,48.64862,76.34480,5.25935,81.60414
0.06610,52.00000,3.35187,1.56929,48.64813,76.34325,5.26007,81.60332
0.06611,52.00000,3.35236,1.56928,48.64764,76.34172,5.26078,81.60250
0.06612,52.00000,3.35285,1.56926,48.64715,76.34017,5.26150,81.60167
0.06613,52.00000,3.35334,1.56925,48.64666,76.33863,5.26222,81.60085
0.06614,52.00000,3.35383,1.56923,48.64617,76.33710,5.26293,81.60003
0.06615,52.00000,3.35432,1.56922,48.64568,76.33555,5.26365,81.59920
0.06616,52.00000,3.35481,1.56920,48.64519,76.33402,5.26437,81.59839
0.06617,52.00000,3.35530,1.56918,48.64470,76.33248,5.26508,81.59756
0.06618,52.00000,3.35579,1.56917,48.64421,76.33094,5.26580,81.59674
0.06619,52.00000,3.35628,1.56915,48.64372,76.32940,5.26651,81.59592
0.06620,52.00000,3.35677,1.56914,48.64323,76.32787,5.26723,81.59510
0.06621,52.00000,3.35726,1.56912,48.64274,76.32632,5.26795,81.59427
0.06622,52.00000,3.35775,1.56910,48.64225,76.32479,5.26866,81.59345
0.06623,52.00000,3.35824,1.56909,48.64176,76.32325,5.26938,81.59263
0.06624,52.00000,3.35873,1.56907,48.64127,76.32170,5.27010,81.59180
0.06625,52.00000,3.35922,1.56906,48.64078,76.32017,5.27081,81.59098
0.06626,52.00000,3.35971,1.56904,48.64029,76.31862,5.27153,81.59016
0.06627,52.00000,3.36020,1.56903,48.63980,76.31709,5.27225,81.58934
0.06628,52.00000,3.36069,1.56901,48.63931,76.31555,5.27296,81.58851
0.06629,52.00000,3.36118,1.56899,48.63882,76.31402,5.27368,81.58769
0.06630,52.00000,3.36167,1.56898,48.63832,76.31247,5.27439,81.58687
0.06631,52.00000,3.36216,1.56896,48.63784,76.31094,5.27511,81.58605
0.06632,52.00000,3.36265,1.56895,48.63734,76.30940,5.27583,81.58522
0.06633,52.00000,3.36315,1.56893,48.63686,76.30786,5.27654,81.58440
0.06634,52.00000,3.36364,1.56891,48.63636,76.30632,5.27726,81.58358
0.06635,52.00000,3.36413,1.56890,48.63588,76.30479,5.27797,81.58276
0.06636,52.00000,3.36462,1.56888,48.63538,76.30324,5.27869,81.58193
0.06637,52.00000,3.36511,1.56887,48.63490,76.30171,5.27941,81.58111
0.06638,52.00000,3.36560,1.56885,48.63440,76.30017,5.28012,81.58029
0.06639,52.00000,3.36609,1.56884,48.63391,76.29863,5.28084,81.57947
0.06640,52.00000,3.36658,1.56882,48.63342,76.29709,5.28155,81.57864
0.06641,52.00000,3.36707,1.56880,48.63293,76.29556,5.28227,81.57783
0.06642,52.00000,3.36756,1.56879,48.63244,76.29401,5.28299,81.57700
0.06643,52.00000,3.36805,1.56877,48.63195,76.29248,5.28370,81.57618
0.06644,52.00000,3.36854,1.56876,48.63146,76.29094,5.28442,81.57536
0.06645,52.00000,3.36903,1.56874,48.63097,76.28941,5.28513,81.57454
0.06646,52.00000,3.36952,1.56873,48.63048,76.28786,5.28585,81.57371
0.06647,52.00000,3.37001,1.56871,48.62999,76.28632,5.28656,81.57289
0.06648,52.00000,3.37050,1.56869,48.62950,76.28479,5.28728,81.57207
0.06649,52.00000,3.37099,1.56868,48.62901,76.28326,5.28800,81.57125
0.06650,52.00000,3.37148,1.56866,48.62852,76.28171,5.28871,81.57042
0.06651,52.00000,3.37197,1.56865,48.62803,76.28017,5.28943,81.56960
0.06652,52.00000,3.37246,1.56863,48.62754,76.27864,5.29014,81.56878
0.06653,52.00000,3.37295,1.56861,48.62705,76.27709,5.29086,81.56795
0.06654,52.00000,3.37344,1.56860,48.62656,76.27556,5.29157,81.56713
0.06655,52.00000,3.37393,1.56858,48.62607,76.27402,5.29229,81.56631
0.06656,52.00000,3.37442,1.56857,48.62558,76.27248,5.29300,81.56549
0.06657,52.00000,3.37491,1.56855,48.62509,76.27095,5.29372,81.56467
0.06658,52.00000,3.37540,1.56854,48.62460,76.26941,5.29443,81.56384
0.06659,52.00000,3.37589,1.56852,48.62411,76.26788,5.29515,81.56303
0.06660,52.00000,3.37638,1.56850,48.62362,76.26633,5.29586,81.56220
0.06661,52.00000,3.37687,1.56849,48.62313,76.26480,5.29658,81.56138
0.06662,52.00000,3.37736,1.56847,48.62264,76.26326,5.29729,81.56056
0.06663,52.00000,3.37785,1.56846,48.62215,76.26173,5.29801,81.55974
0.06664,52.00000,3.37834,1.56844,48.62166,76.26019,5.29873,81.55892
0.06665,52.00000,3.37883,1.56842,48.62117,76.25865,5.29944,81.55809
0.06666,52.00000,3.37932,1.56841,48.62068,76.25712,5.30016,81.55727
0.06667,52.00000,3.37981,1.56839,48.62019,76.25558,5.30087,81.55645
0.06668,52.00000,3.38030,1.56838,48.61970,76.25404,5.30159,81.55563
0.06669,52.00000,3.38079,1.56836,48.61921,76.25250,5.30230,81.55480
0.06670,52.00000,3.38128,1.56835,48.61872,76.25097,5.30302,81.55398
0.06671,52.00000,3.38177,1.56833,48.61823,76.24944,5.30373,81.55316
0.06672,52.00000,3.38226,1.56831,48.61774,76.24789,5.30445,81.55234
0.06673,52.00000,3.38275,1.56830,48.61725,76.24636,5.30516,81.55152
0.06674,52.00000,3.38324,1.56828,48.61676,76.24482,5.30587,81.55069
0.06675,52.00000,3.38373,1.56827,48.61627,76.24329,5.30659,81.54988
0.06676,52.00000,3.38422,1.56825,48.61578,76.24174,5.30730,81.54905
0.06677,52.00000,3.38471,1.56824,48.61529,76.24021,5.30802,81.54823
0.06678,52.00000,3.38520,1.56822,48.61480,76.23867,5.30873,81.54741
0.06679,52.00000,3.38569,1.56820,48.61431,76.23714,5.30945,81.54659
0.06680,52.00000,3.38618,1.56819,48.61382,76.23561,5.31016,81.54577
0.06681,52.00000,3.38667,1.56817,48.61333,76.23406,5.31088,81.54494
0.06682,52.00000,3.38716,1.56816,48.61284,76.23253,5.31159,81.54412
0.06683,52.00000,3.38765,1.56814,48.61235,76.23099,5.31231,81.54330
0.06684,52.00000,3.38814,1.56812,48.61186,76.22946,5.31302,81.54248
0.06685,52.00000,3.38863,1.56811,48.61137,76.22791,5.31374,81.54165
0.06686,52.00000,3.38912,1.56809,48.61088,76.22638,5.31445,81.54083
0.06687,52.00000,3.38961,1.56808,48.61039,76.22484,5.31517,81.54001
0.06688,52.00000,3.39010,1.56806,48.60990,76.22331,5.31588,81.53919
0.06689,52.00000,3.39059,1.56805,48.60941,76.22178,5.31660,81.53837
0.06690,52.00000,3.39108,1.56803,48.60892,76.22023,5.31731,81.53754
0.06691,52.00000,3.39157,1.56801,48.60843,76.21870,5.31803,81.53673
0.06692,52.00000,3.39206,1.56800,48.60794,76.21716,5.31874,81.53590
0.06693,52.00000,3.39255,1.56798,48.60745,76.21563,5.31946,81.53508
0.06694,52.00000,3.39304,1.56797,48.60696,76.21408,5.32017,81.53426
0.06695,52.00000,3.39353,1.56795,48.60647,76.21255,5.32088,81.53344
0.06696,52.00000,3.39402,1.56793,48.60598,76.21102,5.32160,81.53262
0.06697,52.00000,3.39451,1.56792,48.60549,76.20948,5.32231,81.53179
0.06698,52.00000,3.39500,1.56790,48.60500,76.20795,5.32303,81.53097
0.06699,52.00000,3.39549,1.56789,48.60451,76.20640,5.32374,81.53015
0.06700,52.00000,3.39598,1.56787,48.60402,76.20487,5.32446,81.52933
0.06701,52.00000,3.39647,1.56786,48.60353,76.20333,5.32517,81.52850
0.06702,52.00000,3.39696,1.56784,48.60304,76.20180,5.32589,81.52768
0.06703,52.00000,3.39745,1.56782,48.60255,76.20027,5.32660,81.52687
0.06704,52.00000,3.39794,1.56781,48.60206,76.19872,5.32731,81.52604
0.06705,52.00000,3.39843,1.56779,48.60157,76.19719,5.32803,81.52522
0.06706,52.00000,3.39892,1.56778,48.60108,76.19565,5.32874,81.52440
0.06707,52.00000,3.39941,1.56776,48.60059,76.19412,5.32946,81.52358
0.06708,52.00000,3.39990,1.56775,48.60010,76.19258,5.33017,81.52275
0.06709,52.00000,3.40039,1.56773,48.59961,76.19105,5.33089,81.52193
0.06710,52.00000,3.40088,1.56771,48.59912,76.18950,5.33160,81.52111
0.06711,52.00000,3.40137,1.56770,48.59863,76.18797,5.33232,81.52029
0.06712,52.00000,3.40186,1.56768,48.59814,76.18644,5.33303,81.51947
0.06713,52.00000,3.40235,1.56767,48.59765,76.18490,5.33374,81.51864
0.06714,52.00000,3.40284,1.56765,48.59716,76.18337,5.33446,81.51782
0.06715,52.00000,3.40333,1.56763,48.59667,76.18182,5.33517,81.51700
0.06716,52.00000,3.40382,1.56762,48.59618,76.18029,5.33589,81.51618
0.06717,52.00000,3.40431,1.56760,48.59569,76.17875,5.33660,81.51535
0.06718,52.00000,3.40480,1.56759,48.59520,76.17722,5.33732,81.51453
0.06719,52.00000,3.40529,1.56757,48.59472,76.17569,5.33803,81.51372
0.06720,52.00000,3.40578,1.56756,48.59422,76.17415,5.33874,81.51289
0.06721,52.00000,3.40627,1.56754,48.59373,76.17261,5.33946,81.51207
0.06722,52.00000,3.40676,1.56752,48.59324,76.17107,5.34017,81.51125
0.06723,52.00000,3.40725,1.56751,48.59275,76.16954,5.34089,81.51043
0.06724,52.00000,3.40774,1.56749,48.59226,76.16800,5.34160,81.50960
0.06725,52.00000,3.40823,1.56748,48.59177,76.16647,5.34231,81.50878
0.06726,52.00000,3.40872,1.56746,48.59129,76.16494,5.34303,81.50796
0.06727,52.00000,3.40921,1.56744,48.59079,76.16339,5.34374,81.50714
0.06728,52.00000,3.40970,1.56743,48.59031,76.16186,5.34446,81.50632
0.06729,52.00000,3.41019,1.56741,48.58981,76.16032,5.34517,81.50549
0.06730,52.00000,3.41068,1.56740,48.58932,76.15879,5.34589,81.50467
0.06731,52.00000,3.41117,1.56738,48.58883,76.15725,5.34660,81.50385
0.06732,52.00000,3.41166,1.56737,48.58834,76.15572,5.34731,81.50303
0.06733,52.00000,3.41215,1.56735,48.58785,76.15417,5.34803,81.50220
0.06734,52.00000,3.41264,1.56733,48.58736,76.15264,5.34874,81.50139
0.06735,52.00000,3.41313,1.56732,48.58688,76.15111,5.34946,81.50057
0.06736,52.00000,3.41362,1.56730,48.58638,76.14957,5.35017,81.49974
0.06737,52.00000,3.41411,1.56729,48.58590,76.14804,5.35088,81.49892
0.06738,52.00000,3.41460,1.56727,48.58540,76.14650,5.35160,81.49810
0.06739,52.00000,3.41509,1.56726,48.58492,76.14497,5.35231,81.49728
0.06740,52.00000,3.41558,1.56724,48.58442,76.14342,5.35302,81.49645
0.06741,52.00000,3.41607,1.56722,48.58393,76.14189,5.35374,81.49563
0.06742,52.00000,3.41656,1.56721,48.58344,76.14035,5.35445,81.49481
0.06743,52.00000,3.41705,1.56719,48.58295,76.13882,5.35517,81.49399
0.06744,52.00000,3.41754,1.56718,48.58247,76.13729,5.35588,81.49317
0.06745,52.00000,3.41803,1.56716,48.58197,76.13575,5.35659,81.49234
0.06746,52.00000,3.41852,1.56714,48.58149,76.13422,5.35731,81.49152
0.06747,52.00000,3.41901,1.56713,48.58099,76.13268,5.35802,81.49070
0.06748,52.00000,3.41950,1.56711,48.58051,76.13115,5.35874,81.48988
0.06749,52.00000,3.41999,1.56710,48.58001,76.12960,5.35945,81.48905
0.06750,52.00000,3.42047,1.56708,48.57952,76.12807,5.36016,81.48824
0.06751,52.00000,3.42096,1.56707,48.57904,76.12654,5.36088,81.48742
0.06752,52.00000,3.42145,1.56705,48.57854,76.12500,5.36159,81.48659
0.06753,52.00000,3.42194,1.56703,48.57806,76.12347,5.36230,81.48577
0.06754,52.00000,3.42243,1.56702,48.57757,76.12194,5.36302,81.48495
0.06755,52.00000,3.42292,1.56700,48.57708,76.12040,5.36373,81.48413
0.06756,52.00000,3.42341,1.56699,48.57659,76.11887,5.36444,81.48331
0.06757,52.00000,3.42390,1.56697,48.57610,76.11732,5.36516,81.48248
0.06758,52.00000,3.42439,1.56696,48.57561,76.11579,5.36587,81.48166
0.06759,52.00000,3.42488,1.56694,48.57512,76.11426,5.36658,81.48084
0.06760,52.00000,3.42537,1.56692,48.57463,76.11272,5.36729,81.48002
0.06761,52.00000,3.42586,1.56691,48.57414,76.11119,5.36801,81.47920
0.06762,52.00000,3.42635,1.56689,48.57365,76.10966,5.36872,81.47838
0.06763,52.00000,3.42684,1.56688,48.57316,76.10812,5.36943,81.47756
0.06764,52.00000,3.42733,1.56686,48.57267,76.10659,5.37015,81.47674
0.06765,52.00000,3.42782,1.56684,48.57218,76.10506,5.37086,81.47592
0.06766,52.00000,3.42831,1.56683,48.57169,76.10352,5.37157,81.47509
0.06767,52.00000,3.42880,1.56681,48.57120,76.10199,5.37229,81.47427
0.06768,52.00000,3.42929,1.56680,48.57071,76.10046,5.37300,81.47345
0.06769,52.00000,3.42978,1.56678,48.57022,76.09891,5.37371,81.47263
0.06770,52.00000,3.43027,1.56677,48.56973,76.09738,5.37443,81.47181
0.06771,52.00000,3.43076,1.56675,48.56924,76.09585,5.37514,81.47099
0.06772,52.00000,3.43125,1.56673,48.56875,76.09431,5.37585,81.47017
0.06773,52.00000,3.43174,1.56672,48.56826,76.09278,5.37656,81.46935
0.06774,52.00000,3.43223,1.56670,48.56777,76.09124,5.37728,81.46852
0.06775,52.00000,3.43272,1.56669,48.56728,76.08971,5.37799,81.46770
0.06776,52.00000,3.43321,1.56667,48.56680,76.08818,5.37870,81.46688
0.06777,52.00000,3.43370,1.56665,48.56630,76.08664,5.37942,81.46606
0.06778,52.00000,3.43418,1.56664,48.56581,76.08511,5.38013,81.46524
0.06779,52.00000,3.43467,1.56662,48.56533,76.08358,5.38084,81.46442
0.06780,52.00000,3.43516,1.56661,48.56483,76.08204,5.38155,81.46359
0.06781,52.00000,3.43565,1.56659,48.56435,76.08051,5.38227,81.46277
0.06782,52.00000,3.43614,1.56658,48.56386,76.07898,5.38298,81.46196
0.06783,52.00000,3.43663,1.56656,48.56337,76.07744,5.38369,81.46113
0.06784,52.00000,3.43712,1.56654,48.56288,76.07591,5.38440,81.46031
0.06785,52.00000,3.43761,1.56653,48.56239,76.07438,5.38512,81.45949
0.06786,52.00000,3.43810,1.56651,48.56190,76.07283,5.38583,81.45867
0.06787,52.00000,3.43859,1.56650,48.56141,76.07130,5.38654,81.45785
0.06788,52.00000,3.43908,1.56648,48.56092,76.06977,5.38725,81.45703
0.06789,52.00000,3.43957,1.56647,48.56043,76.06823,5.38797,81.45620
0.06790,52.00000,3.44006,1.56645,48.55994,76.06670,5.38868,81.45538
0.06791,52.00000,3.44055,1.56643,48.55945,76.06517,5.38939,81.45456
0.06792,52.00000,3.44104,1.56642,48.55896,76.06363,5.39010,81.45374
0.06793,52.00000,3.44153,1.56640,48.55847,76.06210,5.39082,81.45292
0.06794,52.00000,3.44202,1.56639,48.55798,76.06057,5.39153,81.45210
0.06795,52.00000,3.44251,1.56637,48.55749,76.05903,5.39224,81.45128
0.06796,52.00000,3.44300,1.56635,48.55700,76.05750,5.39295,81.45046
0.06797,52.00000,3.44349,1.56634,48.55651,76.05597,5.39367,81.44964
0.06798,52.00000,3.44398,1.56632,48.55602,76.05443,5.39438,81.44881
0.06799,52.00000,3.44446,1.56631,48.55553,76.05290,5.39509,81.44799
0.06800,52.00000,3.44495,1.56629,48.55505,76.05137,5.39580,81.44717
0.06801,52.00000,3.44544,1.56628,48.55456,76.04984,5.39652,81.44636
0.06802,52.00000,3.44593,1.56626,48.55407,76.04830,5.39723,81.44553
0.06803,52.00000,3.44642,1.56624,48.55358,76.04677,5.39794,81.44471
0.06804,52.00000,3.44691,1.56623,48.55309,76.04524,5.39865,81.44389
0.06805,52.00000,3.44740,1.56621,48.55260,76.04370,5.39936,81.44307
0.06806,52.00000,3.44789,1.56620,48.55211,76.04217,5.40008,81.44225
0.06807,52.00000,3.44838,1.56618,48.55162,76.04064,5.40079,81.44143
0.06808,52.00000,3.44887,1.56617,48.55113,76.03911,5.40150,81.44061
0.06809,52.00000,3.44936,1.56615,48.55064,76.03757,5.40221,81.43978
0.06810,52.00000,3.44985,1.56613,48.55015,76.03604,5.40292,81.43896
0.06811,52.00000,3.45034,1.56612,48.54966,76.03451,5.40364,81.43815
0.06812,52.00000,3.45083,1.56610,48.54918,76.03298,5.40435,81.43733
0.06813,52.00000,3.45132,1.56609,48.54868,76.03144,5.40506,81.43650
0.06814,52.00000,3.45181,1.56607,48.54819,76.02991,5.40577,81.43568
0.06815,52.00000,3.45229,1.56606,48.54771,76.02838,5.40648,81.43486
0.06816,52.00000,3.45278,1.56604,48.54721,76.02684,5.40719,81.43404
0.06817,52.00000,3.45327,1.56602,48.54673,76.02531,5.40791,81.43322
0.06818,52.00000,3.45376,1.56601,48.54624,76.02378,5.40862,81.43240
0.06819,52.00000,3.45425,1.56599,48.54575,76.02225,5.40933,81.43158
0.06820,52.00000,3.45474,1.56598,48.54526,76.02071,5.41004,81.43075
0.06821,52.00000,3.45523,1.56596,48.54477,76.01918,5.41075,81.42994
0.06822,52.00000,3.45572,1.56594,48.54428,76.01765,5.41147,81.42912
0.06823,52.00000,3.45621,1.56593,48.54379,76.01612,5.41218,81.42830
0.06824,52.00000,3.45670,1.56591,48.54330,76.01458,5.41289,81.42747
0.06825,52.00000,3.45719,1.56590,48.54281,76.01305,5.41360,81.42665
0.06826,52.00000,3.45768,1.56588,48.54232,76.01152,5.41431,81.42583
0.06827,52.00000,3.45817,1.56587,48.54183,76.00998,5.41502,81.42501
0.06828,52.00000,3.45866,1.56585,48.54134,76.00845,5.41574,81.42419
0.06829,52.00000,3.45915,1.56583,48.54086,76.00692,5.41645,81.42337
0.06830,52.00000,3.45963,1.56582,48.54037,76.00539,5.41716,81.42255
0.06831,52.00000,3.46012,1.56580,48.53988,76.00385,5.41787,81.42173
0.06832,52.00000,3.46061,1.56579,48.53939,76.00232,5.41858,81.42091
0.06833,52.00000,3.46110,1.56577,48.53890,76.00080,5.41929,81.42009
0.06834,52.00000,3.46159,1.56576,48.53841,75.99925,5.42001,81.41926
0.06835,52.00000,3.46208,1.56574,48.53792,75.99773,5.42072,81.41844
0.06836,52.00000,3.46257,1.56572,48.53743,75.99620,5.42143,81.41762
0.06837,52.00000,3.46306,1.56571,48.53694,75.99467,5.42214,81.41681
0.06838,52.00000,3.46355,1.56569,48.53645,75.99313,5.42285,81.41598
0.06839,52.00000,3.46404,1.56568,48.53596,75.99160,5.42356,81.41516
0.06840,52.00000,3.46453,1.56566,48.53547,75.99007,5.42427,81.41434
0.06841,52.00000,3.46502,1.56564,48.53498,75.98853,5.42499,81.41352
0.06842,52.00000,3.46551,1.56563,48.53449,75.98700,5.42570,81.41270
0.06843,52.00000,3.46600,1.56561,48.53400,75.98547,5.42641,81.41188
0.06844,52.00000,3.46649,1.56560,48.53352,75.98394,5.42712,81.41106
0.06845,52.00000,3.46697,1.56558,48.53302,75.98240,5.42783,81.41023
0.06846,52.00000,3.46746,1.56557,48.53254,75.98087,5.42854,81.40941
0.06847,52.00000,3.46795,1.56555,48.53205,75.97934,5.42925,81.40860
0.06848,52.00000,3.46844,1.56553,48.53156,75.97780,5.42997,81.40777
0.06849,52.00000,3.46893,1.56552,48.53107,75.97627,5.43068,81.40695
0.06850,52.00000,3.46942,1.56550,48.53058,75.97474,5.43139,81.40613
0.06851,52.00000,3.46991,1.56549,48.53009,75.97322,5.43210,81.40531
0.06852,52.00000,3.47040,1.56547,48.52960,75.97169,5.43281,81.40449
0.06853,52.00000,3.47089,1.56546,48.52911,75.97015,5.43352,81.40367
0.06854,52.00000,3.47138,1.56544,48.52862,75.96862,5.43423,81.40285
0.06855,52.00000,3.47187,1.56542,48.52813,75.96709,5.43494,81.40203
0.06856,52.00000,3.47236,1.56541,48.52765,75.96556,5.43565,81.40121
0.06857,52.00000,3.47285,1.56539,48.52715,75.96402,5.43636,81.40039
0.06858,52.00000,3.47333,1.56538,48.52666,75.96249,5.43708,81.39957
0.06859,52.00000,3.47382,1.56536,48.52618,75.96096,5.43779,81.39875
0.06860,52.00000,3.47431,1.56534,48.52569,75.95943,5.43850,81.39793
0.06861,52.00000,3.47480,1.56533,48.52520,75.95790,5.43921,81.39711
0.06862,52.00000,3.47529,1.56531,48.52471,75.95636,5.43992,81.39628
0.06863,52.00000,3.47578,1.56530,48.52422,75.95483,5.44063,81.39546
0.06864,52.00000,3.47627,1.56528,48.52373,75.95331,5.44134,81.39465
0.06865,52.00000,3.47676,1.56527,48.52324,75.95178,5.44205,81.39383
0.06866,52.00000,3.47725,1.56525,48.52275,75.95024,5.44276,81.39300
0.06867,52.00000,3.47774,1.56523,48.52226,75.94871,5.44347,81.39218
0.06868,52.00000,3.47823,1.56522,48.52177,75.94718,5.44418,81.39136
0.06869,52.00000,3.47872,1.56520,48.52129,75.94565,5.44489,81.39054
0.06870,52.00000,3.47920,1.56519,48.52080,75.94412,5.44561,81.38973
0.06871,52.00000,3.47969,1.56517,48.52031,75.94258,5.44632,81.38890
0.06872,52.00000,3.48018,1.56516,48.51982,75.94105,5.44703,81.38808
0.06873,52.00000,3.48067,1.56514,48.51933,75.93953,5.44774,81.38726
0.06874,52.00000,3.48116,1.56512,48.51884,75.93800,5.44845,81.38644
0.06875,52.00000,3.48165,1.56511,48.51835,75.93646,5.44916,81.38562
0.06876,52.00000,3.48214,1.56509,48.51786,75.93493,5.44987,81.38480
0.06877,52.00000,3.48263,1.56508,48.51737,75.93340,5.45058,81.38398
0.06878,52.00000,3.48312,1.56506,48.51688,75.93187,5.45129,81.38316
0.06879,52.00000,3.48361,1.56505,48.51640,75.93034,5.45200,81.38234
0.06880,52.00000,3.48409,1.56503,48.51590,75.92880,5.45271,81.38152
0.06881,52.00000,3.48458,1.56501,48.51542,75.92727,5.45342,81.38070
0.06882,52.00000,3.48507,1.56500,48.51493,75.92575,5.45413,81.37988
0.06883,52.00000,3.48556,1.56498,48.51444,75.92422,5.45484,81.37906
0.06884,52.00000,3.48605,1.56497,48.51395,75.92269,5.45555,81.37824
0.06885,52.00000,3.48654,1.56495,48.51346,75.92115,5.45626,81.37741
0.06886,52.00000,3.48703,1.56493,48.51297,75.91962,5.45697,81.37659
0.06887,52.00000,3.48752,1.56492,48.51248,75.91809,5.45768,81.37578
0.06888,52.00000,3.48801,1.56490,48.51199,75.91656,5.45839,81.37496
0.06889,52.00000,3.48850,1.56489,48.51151,75.91504,5.45910,81.37414
0.06890,52.00000,3.48899,1.56487,48.51101,75.91350,5.45981,81.37331
0.06891,52.00000,3.48947,1.56486,48.51052,75.91197,5.46052,81.37249
0.06892,52.00000,3.48996,1.56484,48.51004,75.91044,5.46123,81.37167
0.06893,52.00000,3.49045,1.56482,48.50955,75.90891,5.46194,81.37086
0.06894,52.00000,3.49094,1.56481,48.50906,75.90738,5.46265,81.37004
0.06895,52.00000,3.49143,1.56479,48.50857,75.90584,5.46336,81.36921
0.06896,52.00000,3.49192,1.56478,48.50808,75.90432,5.46407,81.36839
0.06897,52.00000,3.49241,1.56476,48.50759,75.90279,5.46478,81.36757
0.06898,52.00000,3.49290,1.56475,48.50710,75.90126,5.46549,81.36675
0.06899,52.00000,3.49339,1.56473,48.50661,75.89973,5.46620,81.36593
0.06900,52.00000,3.49387,1.56471,48.50613,75.89820,5.46691,81.36512
0.06901,52.00000,3.49436,1.56470,48.50564,75.89668,5.46762,81.36430
0.06902,52.00000,3.49485,1.56468,48.50515,75.89514,5.46833,81.36347
0.06903,52.00000,3.49534,1.56467,48.50466,75.89361,5.46904,81.36265
0.06904,52.00000,3.49583,1.56465,48.50417,75.89208,5.46975,81.36183
0.06905,52.00000,3.49632,1.56463,48.50368,75.89055,5.47046,81.36101
0.06906,52.00000,3.49681,1.56462,48.50319,75.88902,5.47117,81.36019
0.06907,52.00000,3.49730,1.56460,48.50270,75.88750,5.47188,81.35938
0.06908,52.00000,3.49778,1.56459,48.50222,75.88597,5.47259,81.35856
0.06909,52.00000,3.49827,1.56457,48.50173,75.88444,5.47330,81.35774
0.06910,52.00000,3.49876,1.56456,48.50124,75.88290,5.47401,81.35691
0.06911,52.00000,3.49925,1.56454,48.50075,75.88137,5.47472,81.35609
0.06912,52.00000,3.49974,1.56452,48.50026,75.87984,5.47543,81.35527
0.06913,52.00000,3.50023,1.56451,48.49977,75.87832,5.47614,81.35445
